eBird/Clements Name,Macaulay Audio Total,GenBank species,GB_Nucleotide_Seqs
Lamprotornis ornatus,4,Lamprotornis ornatus,1
Lamprotornis pulcher,7,Lamprotornis pulcher,5
Lamprotornis purpureus,9,Lamprotornis purpureus,8
Lamprotornis purpuroptera,32,Lamprotornis purpuroptera,22
Lamprotornis regius,3,Lamprotornis regius,12
Lamprotornis shelleyi,4,Lamprotornis shelleyi,1
Lamprotornis splendidus,44,Lamprotornis splendidus,12
Lamprotornis superbus,31,Lamprotornis superbus,67
Lamprotornis unicolor,13,Lamprotornis unicolor,6
Laniarius aethiopicus,14,Laniarius aethiopicus,16
Laniarius amboimensis,1,Laniarius amboimensis,0
Laniarius atrococcineus,17,Laniarius atrococcineus,5
Laniarius atroflavus,21,Laniarius atroflavus,10
Laniarius barbarus,48,Laniarius barbarus,14
Laniarius bicolor,15,Laniarius bicolor,3
Laniarius brauni,2,Laniarius brauni,0
Laniarius erythrogaster,11,Laniarius erythrogaster,6
Laniarius ferrugineus,72,Laniarius ferrugineus,11
Laniarius fuelleborni,28,Laniarius fuelleborni,21
Laniarius funebris,61,Laniarius funebris,13
Laniarius holomelas,6,Laniarius holomelas,28
Laniarius leucorhynchus,5,Laniarius leucorhynchus,7
Laniarius luehderi,22,Laniarius luehderi,29
Laniarius major,160,Laniarius major,17
Laniarius mufumbiri,10,Laniarius mufumbiri,3
Laniarius nigerrimus,3,Laniarius nigerrimus,18
Laniarius poensis,29,Laniarius poensis,3
Laniarius ruficeps,5,Laniarius ruficeps,3
Laniarius sublacteus,20,Laniarius sublacteus,16
Laniarius turatii,9,Laniarius turatii,7
Laniarius willardi,1,Laniarius willardi,5
Laniisoma elegans,28,Laniisoma elegans,17
Lanio aurantius,36,Lanio aurantius,7
Lanio fulvus,79,Lanio fulvus,11
Lanio leucothorax,42,Lanio leucothorax,4
Lanio versicolor,52,Lanio versicolor,8
Laniocera hypopyrra,120,Laniocera hypopyrra,18
Laniocera rufescens,40,Laniocera rufescens,0
Lanioturdus torquatus,10,Lanioturdus torquatus,12
Lanius borealis,380,Lanius borealis,45
Lanius bucephalus,15,Lanius bucephalus,27
Lanius cabanisi,13,Lanius cabanisi,3
Lanius collaris,24,Lanius collaris,159
Lanius collurio,44,Lanius collurio,580
Lanius collurioides,10,Lanius collurioides,3
Lanius cristatus,239,Lanius cristatus,31
Lanius dorsalis,4,Lanius dorsalis,6
Lanius excubitor,67,Lanius excubitor,253
Lanius excubitoroides,8,Lanius excubitoroides,3
Lanius gubernator,0,Lanius gubernator,0
Lanius humeralis,31,Lanius humeralis,120
Lanius isabellinus,8,Lanius isabellinus,23
Lanius ludovicianus,601,Lanius ludovicianus,100
Lanius mackinnoni,7,Lanius mackinnoni,10
Lanius meridionalis,74,Lanius meridionalis,65
Lanius minor,8,Lanius minor,80
Lanius newtoni,0,Lanius newtoni,6
Lanius nubicus,31,Lanius nubicus,10
Lanius phoenicuroides,5,Lanius phoenicuroides,6
Lanius schach,335,Lanius schach,35
Lanius senator,40,Lanius senator,29
Lanius somalicus,8,Lanius somalicus,3
Lanius souzae,6,Lanius souzae,9
Lanius sphenocercus,13,Lanius sphenocercus,12
Lanius tephronotus,34,Lanius tephronotus,18
Lanius tigrinus,9,Lanius tigrinus,12
Lanius validirostris,3,Lanius validirostris,4
Lanius vittatus,79,Lanius vittatus,5
Larosterna inca,10,Larosterna inca,4
Larus argentatus,578,Larus argentatus,968
Larus armenicus,0,Larus armenicus,14
Larus atlanticus,3,Larus atlanticus,3
Larus belcheri,17,Larus belcheri,12
Larus cachinnans,8,Larus cachinnans,191
Larus californicus,116,Larus californicus,287
Larus canus,151,Larus canus,451
Larus crassirostris,9,Larus crassirostris,73
Larus delawarensis,623,Larus delawarensis,412
Larus dominicanus,107,Larus dominicanus,436
Larus fuscus,121,Larus fuscus,256
Larus glaucescens,92,Larus glaucescens,478
Larus glaucoides,46,Larus glaucoides,147
Larus heermanni,59,Larus heermanni,358
Larus hyperboreus,56,Larus hyperboreus,567
Larus livens,21,Larus livens,103
Larus marinus,195,Larus marinus,317
Larus michahellis,119,Larus michahellis,173
Larus occidentalis,123,Larus occidentalis,403
Larus pacificus,10,Larus pacificus,12
Larus schistisagus,17,Larus schistisagus,161
Larvivora akahige,34,Larvivora akahige,56
Larvivora brunnea,108,Larvivora brunnea,34
Larvivora cyane,60,Larvivora cyane,29
Larvivora komadori,31,Larvivora komadori,19
Larvivora ruficeps,1,Larvivora ruficeps,4
Larvivora sibilans,47,Larvivora sibilans,16
Laterallus albigularis,103,Laterallus albigularis,9
Laterallus exilis,138,Laterallus exilis,5
Laterallus jamaicensis,597,Laterallus jamaicensis,43
Laterallus leucopyrrhus,43,Laterallus leucopyrrhus,0
Laterallus levraudi,29,Laterallus levraudi,0
Laterallus melanophaius,173,Laterallus melanophaius,8
Laterallus ruber,120,Laterallus ruber,0
Laterallus spilonota,3,Laterallus spilonota,0
Laterallus xenopterus,17,Laterallus xenopterus,0
Lathamus discolor,48,Lathamus discolor,14
Lathrotriccus euleri,437,Lathrotriccus euleri,43
Lathrotriccus griseipectus,37,Lathrotriccus griseipectus,6
Laticilla burnesii,5,Laticilla burnesii,10
Laticilla cinerascens,21,Laticilla cinerascens,0
Legatus leucophaius,336,Legatus leucophaius,10
Leiopicus mahrattensis,18,Leiopicus mahrattensis,20
Leiothlypis celata,1719,Leiothlypis celata,238
Leiothlypis crissalis,92,Leiothlypis crissalis,10
Leiothlypis luciae,317,Leiothlypis luciae,13
Leiothlypis peregrina,1644,Leiothlypis peregrina,31
Leiothlypis ruficapilla,1508,Leiothlypis ruficapilla,38
Leiothlypis virginiae,233,Leiothlypis virginiae,140
Leiothrix argentauris,69,Leiothrix argentauris,330
Leiothrix lutea,132,Leiothrix lutea,1090
Leipoa ocellata,2,Leipoa ocellata,99
Leistes bellicosus,63,Leistes bellicosus,6
Leistes defilippii,5,Leistes defilippii,1
Leistes loyca,120,Leistes loyca,41
Leistes militaris,60,Leistes militaris,11
Leistes superciliaris,38,Leistes superciliaris,16
Leonardina woodi,0,Leonardina woodi,9
Lepidocolaptes affinis,70,Lepidocolaptes affinis,105
Lepidocolaptes albolineatus,21,Lepidocolaptes albolineatus,41
Lepidocolaptes angustirostris,106,Lepidocolaptes angustirostris,201
Lepidocolaptes duidae,31,Lepidocolaptes duidae,7
Lepidocolaptes falcinellus,26,Lepidocolaptes falcinellus,6
Lepidocolaptes fatimalimae,23,Lepidocolaptes fatimalimae,6
Lepidocolaptes fuscicapillus,5,Lepidocolaptes fuscicapillus,6
Lepidocolaptes lacrymiger,57,Lepidocolaptes lacrymiger,30
Lepidocolaptes layardi,19,Lepidocolaptes layardi,10
Lepidocolaptes leucogaster,29,Lepidocolaptes leucogaster,18
Lepidocolaptes souleyetii,157,Lepidocolaptes souleyetii,34
Lepidocolaptes squamatus,20,Lepidocolaptes squamatus,15
Lepidopyga coeruleogularis,14,Lepidopyga coeruleogularis,15
Lepidopyga goudoti,8,Lepidopyga goudoti,5
Lepidopyga lilliae,2,Lepidopyga lilliae,0
Lepidothrix coeruleocapilla,7,Lepidothrix coeruleocapilla,7
Lepidothrix coronata,210,Lepidothrix coronata,47562
Lepidothrix iris,20,Lepidothrix iris,154
Lepidothrix isidorei,31,Lepidothrix isidorei,4
Lepidothrix nattereri,38,Lepidothrix nattereri,253
Lepidothrix serena,56,Lepidothrix serena,17
Lepidothrix suavissima,16,Lepidothrix suavissima,17
Lepidothrix vilasboasi,3,Lepidothrix vilasboasi,76
Leptasthenura aegithaloides,80,Leptasthenura aegithaloides,30
Leptasthenura andicola,29,Leptasthenura andicola,6
Leptasthenura fuliginiceps,27,Leptasthenura fuliginiceps,7
Leptasthenura pileata,28,Leptasthenura pileata,9
Leptasthenura platensis,52,Leptasthenura platensis,8
Leptasthenura setaria,49,Leptasthenura setaria,5
Leptasthenura striata,20,Leptasthenura striata,4
Leptasthenura striolata,19,Leptasthenura striolata,4
Leptasthenura xenothorax,17,Leptasthenura xenothorax,4
Leptocoma aspasia,32,Leptocoma aspasia,6
Leptocoma brasiliana,30,Leptocoma brasiliana,4
Leptocoma calcostetha,7,Leptocoma calcostetha,0
Leptocoma minima,99,Leptocoma minima,0
Leptocoma sperata,35,Leptocoma sperata,12
Leptocoma zeylonica,417,Leptocoma zeylonica,7
Leptodon cayanensis,101,Leptodon cayanensis,14
Leptodon forbesi,4,Leptodon forbesi,0
Leptopoecile elegans,0,Leptopoecile elegans,8
Leptopoecile sophiae,26,Leptopoecile sophiae,18
Leptopogon amaurocephalus,139,Leptopogon amaurocephalus,52
Leptopogon rufipectus,77,Leptopogon rufipectus,11
Leptopogon superciliaris,118,Leptopogon superciliaris,40
Leptopogon taczanowskii,31,Leptopogon taczanowskii,23
Leptopterus chabert,11,Leptopterus chabert,14
Leptoptilos crumenifer,30,Leptoptilos crumenifer,7
Leptoptilos dubius,24,Leptoptilos dubius,13
Leptoptilos javanicus,0,Leptoptilos javanicus,2
Leptosittaca branickii,107,Leptosittaca branickii,4
Leptosomus discolor,48,Leptosomus discolor,73714
Leptotila cassinii,59,Leptotila cassinii,30
Leptotila conoveri,10,Leptotila conoveri,0
Leptotila jamaicensis,49,Leptotila jamaicensis,6
Leptotila megalura,31,Leptotila megalura,8
Leptotila ochraceiventris,10,Leptotila ochraceiventris,0
Leptotila pallida,24,Leptotila pallida,0
Leptotila plumbeiceps,52,Leptotila plumbeiceps,7
Leptotila rufaxilla,178,Leptotila rufaxilla,19
Leptotila verreauxi,591,Leptotila verreauxi,41
Leptotila wellsi,7,Leptotila wellsi,0
Leptotrygon veraguensis,2,Leptotrygon veraguensis,4
Lerwa lerwa,6,Lerwa lerwa,3
Lesbia nuna,20,Lesbia nuna,8
Lesbia victoriae,34,Lesbia victoriae,6
Lessonia oreas,5,Lessonia oreas,12
Lessonia rufa,6,Lessonia rufa,28
Leucippus baeri,4,Leucippus baeri,9
Leucippus chlorocercus,29,Leucippus chlorocercus,6
Leucippus fallax,20,Leucippus fallax,9
Leucippus taczanowskii,9,Leucippus taczanowskii,9
Leucochloris albicollis,63,Leucochloris albicollis,3
Leucogeranus leucogeranus,10,Leucogeranus leucogeranus,72
Leucopeza semperi,0,Leucopeza semperi,2
Leucophaeus atricilla,324,Leucophaeus atricilla,50
Leucophaeus fuliginosus,9,Leucophaeus fuliginosus,2
Leucophaeus modestus,25,Leucophaeus modestus,12
Leucophaeus pipixcan,156,Leucophaeus pipixcan,158
Leucophaeus scoresbii,16,Leucophaeus scoresbii,12
Leucopsar rothschildi,13,Leucopsar rothschildi,23
Leucopternis kuhli,17,Leucopternis kuhli,23
Leucopternis melanops,25,Leucopternis melanops,37
Leucopternis semiplumbeus,19,Leucopternis semiplumbeus,21
Leucosarcia melanoleuca,41,Leucosarcia melanoleuca,14
Leucosticte arctoa,0,Leucosticte arctoa,110
Leucosticte atrata,41,Leucosticte atrata,34
Leucosticte australis,36,Leucosticte australis,16
Leucosticte brandti,3,Leucosticte brandti,69
Leucosticte nemoricola,16,Leucosticte nemoricola,39
Leucosticte tephrocotis,93,Leucosticte tephrocotis,177
Lewinia mirifica,0,Lewinia mirifica,12
Lewinia muelleri,0,Lewinia muelleri,26
Lewinia pectoralis,150,Lewinia pectoralis,39
Lewinia striata,43,Lewinia striata,17
Lichenostomus cratitius,21,Lichenostomus cratitius,2
Lichenostomus melanops,23,Lichenostomus melanops,585
Lichmera alboauricularis,1,Lichmera alboauricularis,4
Lichmera argentauris,9,Lichmera argentauris,1
Lichmera deningeri,1,Lichmera deningeri,3
Lichmera flavicans,2,Lichmera flavicans,1
Lichmera incana,28,Lichmera incana,2
Lichmera indistincta,145,Lichmera indistincta,93
Lichmera limbata,12,Lichmera limbata,1
Lichmera lombokia,0,Lichmera lombokia,2
Lichmera monticola,0,Lichmera monticola,3
Lichmera notabilis,0,Lichmera notabilis,1
Lichmera squamata,10,Lichmera squamata,1
Limnoctites rectirostris,24,Limnoctites rectirostris,14
Limnoctites sulphuriferus,38,Limnoctites sulphuriferus,13
Limnodromus griseus,232,Limnodromus griseus,11
Limnodromus scolopaceus,336,Limnodromus scolopaceus,13
Limnodromus semipalmatus,4,Limnodromus semipalmatus,4
Limnornis curvirostris,52,Limnornis curvirostris,14
Limnothlypis swainsonii,1274,Limnothlypis swainsonii,31
Limosa fedoa,154,Limosa fedoa,15
Limosa haemastica,61,Limosa haemastica,14
Limosa lapponica,57,Limosa lapponica,67
Limosa limosa,97,Limosa limosa,344
Linaria cannabina,284,Linaria cannabina,30
Linaria flavirostris,47,Linaria flavirostris,58
Linaria johannis,0,Linaria johannis,0
Linaria yemenensis,11,Linaria yemenensis,0
Linurgus olivaceus,3,Linurgus olivaceus,30
Liocichla bugunorum,9,Liocichla bugunorum,2
Liocichla omeiensis,5,Liocichla omeiensis,41
Liocichla phoenicea,28,Liocichla phoenicea,57
Liocichla ripponi,12,Liocichla ripponi,5
Liocichla steerii,84,Liocichla steerii,175
Lioparus chrysotis,22,Lioparus chrysotis,659
Liosceles thoracicus,138,Liosceles thoracicus,12
Lipaugus fuscocinereus,15,Lipaugus fuscocinereus,9
Lipaugus lanioides,34,Lipaugus lanioides,1
Lipaugus streptophorus,9,Lipaugus streptophorus,6
Lipaugus unirufus,95,Lipaugus unirufus,9
Lipaugus uropygialis,1,Lipaugus uropygialis,4
Lipaugus vociferans,388,Lipaugus vociferans,18
Lipaugus weberi,93,Lipaugus weberi,0
Lissotis hartlaubii,1,Lissotis hartlaubii,0
Lissotis melanogaster,11,Lissotis melanogaster,2
Loboparadisea sericea,0,Loboparadisea sericea,12
Lobotos lobatus,0,Lobotos lobatus,0
Lobotos oriolinus,0,Lobotos oriolinus,4
Lochmias nematura,130,Lochmias nematura,33
Locustella accentor,6,Locustella accentor,10
Locustella alishanensis,39,Locustella alishanensis,6
Locustella amnicola,10,Locustella amnicola,213
Locustella castanea,12,Locustella castanea,20
Locustella caudata,10,Locustella caudata,13
Locustella certhiola,135,Locustella certhiola,779
Locustella chengi,5,Locustella chengi,14
Locustella davidi,91,Locustella davidi,11
Locustella fasciolata,12,Locustella fasciolata,97
Locustella fluviatilis,93,Locustella fluviatilis,25
Locustella idonea,6,Locustella idonea,2
Locustella kashmirensis,20,Locustella kashmirensis,6
Locustella lanceolata,45,Locustella lanceolata,47
Locustella luscinioides,157,Locustella luscinioides,72
Locustella luteoventris,26,Locustella luteoventris,8
Locustella major,0,Locustella major,1
Locustella mandelli,59,Locustella mandelli,16
Locustella montis,7,Locustella montis,14
Locustella naevia,207,Locustella naevia,44
Locustella ochotensis,29,Locustella ochotensis,359
Locustella pleskei,10,Locustella pleskei,166
Locustella pryeri,28,Locustella pryeri,115
Locustella seebohmi,6,Locustella seebohmi,1
Locustella tacsanowskia,6,Locustella tacsanowskia,14
Locustella thoracica,30,Locustella thoracica,9
Loddigesia mirabilis,7,Loddigesia mirabilis,6
Lonchura atricapilla,21,Lonchura atricapilla,4
Lonchura caniceps,0,Lonchura caniceps,21
Lonchura castaneothorax,15,Lonchura castaneothorax,92
Lonchura ferruginosa,0,Lonchura ferruginosa,1
Lonchura flaviprymna,1,Lonchura flaviprymna,21
Lonchura forbesi,0,Lonchura forbesi,21
Lonchura fuscans,10,Lonchura fuscans,6
Lonchura fuscata,0,Lonchura fuscata,0
Lonchura grandis,0,Lonchura grandis,41
Lonchura hunsteini,2,Lonchura hunsteini,11
Lonchura kelaarti,18,Lonchura kelaarti,1
Lonchura leucogastra,4,Lonchura leucogastra,10
Lonchura leucogastroides,5,Lonchura leucogastroides,2
Lonchura maja,2,Lonchura maja,3
Lonchura malacca,37,Lonchura malacca,20
Lonchura melaena,0,Lonchura melaena,34
Lonchura molucca,5,Lonchura molucca,0
Lonchura montana,0,Lonchura montana,0
Lonchura monticola,1,Lonchura monticola,0
Lonchura nana,6,Lonchura nana,3
Lonchura nevermanni,0,Lonchura nevermanni,19
Lonchura nigerrima,0,Lonchura nigerrima,11
Lonchura oryzivora,22,Lonchura oryzivora,31
Lonchura pallida,2,Lonchura pallida,2
Lonchura punctulata,215,Lonchura punctulata,48
Lonchura quinticolor,0,Lonchura quinticolor,1
Lonchura spectabilis,0,Lonchura spectabilis,37
Lonchura striata,67,Lonchura striata,59887
Lonchura stygia,0,Lonchura stygia,21
Lonchura teerinki,0,Lonchura teerinki,0
Lonchura tristissima,0,Lonchura tristissima,2
Lonchura vana,0,Lonchura vana,0
Lophaetus occipitalis,20,Lophaetus occipitalis,12
Lophoceros alboterminatus,43,Lophoceros alboterminatus,6
Lophoceros bradfieldi,7,Lophoceros bradfieldi,3
Lophoceros camurus,27,Lophoceros camurus,34
Lophoceros fasciatus,38,Lophoceros fasciatus,6
Lophoceros hemprichii,19,Lophoceros hemprichii,3
Lophoceros nasutus,63,Lophoceros nasutus,12
Lophoceros pallidirostris,6,Lophoceros pallidirostris,3
Lophochroa leadbeateri,14,Lophochroa leadbeateri,22
Lophodytes cucullatus,168,Lophodytes cucullatus,59
Lophoictinia isura,0,Lophoictinia isura,3
Lopholaimus antarcticus,2,Lopholaimus antarcticus,18
Lophonetta specularioides,42,Lophonetta specularioides,1262
Lophophanes cristatus,201,Lophophanes cristatus,28
Lophophanes dichrous,20,Lophophanes dichrous,32
Lophophorus impejanus,39,Lophophorus impejanus,2004
Lophophorus lhuysii,4,Lophophorus lhuysii,65
Lophophorus sclateri,1,Lophophorus sclateri,19
Lophopsittacus bensoni,0,Lophopsittacus bensoni,0
Lophopsittacus mauritianus,0,Lophopsittacus mauritianus,0
Lophorina minor,1,Lophorina minor,8
Lophorina niedda,8,Lophorina niedda,0
Lophorina superba,24,Lophorina superba,40
Lophornis adorabilis,1,Lophornis adorabilis,0
Lophornis brachylophus,1,Lophornis brachylophus,0
Lophornis chalybeus,2,Lophornis chalybeus,6
Lophornis delattrei,2,Lophornis delattrei,6
Lophornis gouldii,1,Lophornis gouldii,0
Lophornis helenae,2,Lophornis helenae,0
Lophornis magnificus,4,Lophornis magnificus,2
Lophornis ornatus,2,Lophornis ornatus,1
Lophornis pavoninus,0,Lophornis pavoninus,9
Lophornis stictolophus,1,Lophornis stictolophus,0
Lophospingus griseocristatus,14,Lophospingus griseocristatus,6
Lophospingus pusillus,4,Lophospingus pusillus,2
Lophostrix cristata,164,Lophostrix cristata,4
Lophotibis cristata,11,Lophotibis cristata,30
Lophotriccus eulophotes,31,Lophotriccus eulophotes,0
Lophotriccus galeatus,170,Lophotriccus galeatus,4
Lophotriccus pileatus,374,Lophotriccus pileatus,7
Lophotriccus vitiosus,118,Lophotriccus vitiosus,6
Lophotriorchis kienerii,5,Lophotriorchis kienerii,6
Lophozosterops dohertyi,2,Lophozosterops dohertyi,0
Lophozosterops goodfellowi,0,Lophozosterops goodfellowi,3
Lophozosterops javanicus,4,Lophozosterops javanicus,5
Lophozosterops pinaiae,2,Lophozosterops pinaiae,0
Lophozosterops squamiceps,2,Lophozosterops squamiceps,6
Lophozosterops superciliaris,0,Lophozosterops superciliaris,8
Lophura bulweri,0,Lophura bulweri,6
Lophura diardi,3,Lophura diardi,19
Lophura edwardsi,0,Lophura edwardsi,16
Lophura erythrophthalma,6,Lophura erythrophthalma,3
Lophura ignita,9,Lophura ignita,13
Lophura inornata,0,Lophura inornata,22
Lophura leucomelanos,41,Lophura leucomelanos,38
Lophura nycthemera,8,Lophura nycthemera,424
Lophura swinhoii,6,Lophura swinhoii,30
Loriculus amabilis,0,Loriculus amabilis,0
Loriculus aurantiifrons,0,Loriculus aurantiifrons,0
Loriculus beryllinus,11,Loriculus beryllinus,1
Loriculus camiguinensis,0,Loriculus camiguinensis,0
Loriculus catamene,0,Loriculus catamene,3
Loriculus exilis,2,Loriculus exilis,0
Loriculus flosculus,0,Loriculus flosculus,0
Loriculus galgulus,11,Loriculus galgulus,15
Loriculus philippensis,24,Loriculus philippensis,8
Loriculus pusillus,0,Loriculus pusillus,2
Loriculus sclateri,5,Loriculus sclateri,0
Loriculus stigmatus,6,Loriculus stigmatus,1
Loriculus tener,0,Loriculus tener,0
Loriculus vernalis,93,Loriculus vernalis,10
Lorius albidinucha,0,Lorius albidinucha,10
Lorius chlorocercus,26,Lorius chlorocercus,7
Lorius domicella,1,Lorius domicella,9
Lorius garrulus,9,Lorius garrulus,22
Lorius hypoinochrous,3,Lorius hypoinochrous,6
Lorius lory,9,Lorius lory,12
Loxia curvirostra,11464,Loxia curvirostra,759
Loxia leucoptera,884,Loxia leucoptera,23
Loxia megaplaga,15,Loxia megaplaga,1
Loxia pytyopsittacus,25,Loxia pytyopsittacus,17
Loxia scotica,11,Loxia scotica,8
Loxia sinesciuris,145,Loxia sinesciuris,0
Loxigilla barbadensis,6,Loxigilla barbadensis,29
Loxigilla noctis,18,Loxigilla noctis,46
Loxioides bailleui,52,Loxioides bailleui,41
Loxipasser anoxanthus,3,Loxipasser anoxanthus,7
Loxops caeruleirostris,34,Loxops caeruleirostris,40
Loxops coccineus,42,Loxops coccineus,167
Loxops mana,25,Loxops mana,53
Loxops ochraceus,0,Loxops ochraceus,0
Loxops wolstenholmei,0,Loxops wolstenholmei,0
Lullula arborea,266,Lullula arborea,11
Lurocalis rufiventris,45,Lurocalis rufiventris,5
Lurocalis semitorquatus,155,Lurocalis semitorquatus,9
Luscinia luscinia,119,Luscinia luscinia,605
Luscinia megarhynchos,847,Luscinia megarhynchos,591
Luscinia phaenicuroides,54,Luscinia phaenicuroides,12
Luscinia svecica,215,Luscinia svecica,2217
Lybius bidentatus,23,Lybius bidentatus,1
