PetersTaxonomy	InClements?
Oroaetus_isidori	No
Oroaetus_isidori	No
Oroanassa_magnifica	No
Ortalis_araucuan	Clements
Ortalis_canicollis	Clements
Ortalis_columbiana	Clements
Ortalis_erythroptera	Clements
Ortalis_garrula	Clements
Ortalis_guttata	Clements
Ortalis_motmot	Clements
Ortalis_ruficauda	Clements
Ortalis_ruficrissa	No
Ortalis_spixi	No
Ortalis_superciliaris	Clements
Ortalis_vetula	Clements
Ortalis_wagleri	Clements
Orthogonys_chloricterus	Clements
Orthonyx_spaldingii	Clements
Orthonyx_temminckii	Clements
Orthorhamphus_magnirostris	No
Orthorhyncus_cristatus	Clements
Orthotomus_atrogularis	Clements
Orthotomus_cinereiceps	Clements
Orthotomus_cucullatus	No
Orthotomus_derbianus	Clements
Orthotomus_metopias	No
Orthotomus_moreaui	No
Orthotomus_nigriceps	Clements
Orthotomus_ruficeps	Clements
Orthotomus_samarensis	Clements
Orthotomus_sepium	Clements
Orthotomus_sericeus	Clements
Orthotomus_sutorius	Clements
Ortygocichla_rubiginosa	No
Ortygocichla_rufa	No
Ortygonax_nigricans	No
Ortygonax_rytirhynchos	No
Ortygospiza_atricollis	Clements
Ortygospiza_gabonensis	No
Ortygospiza_locustella	No
Ortyxelos_meiffrenii	Clements
Oryzoborus_angolensis	No
Oryzoborus_crassirostris	No
Osculatia_saphirina	No
Otidiphaps_nobilis	Clements
Otis_tarda	Clements
Otophanes_mcleodii	No
Otophanes_yucatanicus	No
Otus_albogularis	No
Otus_alfredi	Clements
Otus_asio	No
Otus_atricapillus	No
Otus_bakkamoena	Clements
Otus_balli	Clements
Otus_barbarus	No
Otus_beccarii	Clements
Otus_brookii	Clements
Otus_brucei	Clements
Otus_choliba	No
Otus_clarkii	No
Otus_cooperi	No
Otus_flammeolus	No
Otus_guatemalae	No
Otus_hartlaubi	Clements
Otus_icterorhynchus	Clements
Otus_ingens	No
Otus_insularis	Clements
Otus_leucotis	No
Otus_manadensis	Clements
Otus_minimus	No
Otus_nudipes	No
Otus_roboratus	No
Otus_rufescens	Clements
Otus_rutilus	Clements
Otus_sagittatus	Clements
Otus_scops	Clements
Otus_senegalensis	Clements
Otus_silvicola	Clements
Otus_spilocephalus	Clements
Otus_trichopsis	No
Otus_umbra	Clements
Otus_vandewateri	No
Otus_watsonii	No
Otus_whiteheadi	No
Oxylabes_madagascariensis	Clements
Oxypelia_cyanopis	No
Oxypogon_guerinii	Clements
Oxyruncus_cristatus	Clements
Oxyura_australis	Clements
Oxyura_dominica	No
Oxyura_ferruginea	Clements
Oxyura_jamaicensis	Clements
Oxyura_leucocephala	Clements
Oxyura_maccoa	Clements
Oxyura_vittata	Clements
Pachycare_flavogrisea	No
Pachycephala_aurea	Clements
Pachycephala_caledonica	Clements
Pachycephala_cinerea	Clements
Pachycephala_flavifrons	Clements
Pachycephala_hyperythra	Clements
Pachycephala_hypoxantha	Clements
Pachycephala_implicata	Clements
Pachycephala_inornata	Clements
Pachycephala_lanioides	Clements
Pachycephala_lorentzi	Clements
Pachycephala_meyeri	Clements
Pachycephala_modesta	Clements
Pachycephala_nudigula	Clements
Pachycephala_olivacea	Clements
Pachycephala_orpheus	Clements
Pachycephala_pectoralis	Clements
Pachycephala_phaionota	Clements
Pachycephala_philippinensis	Clements
Pachycephala_raveni	No
Pachycephala_rufinucha	No
Pachycephala_rufiventris	Clements
Pachycephala_rufogularis	Clements
Pachycephala_schlegelii	Clements
Pachycephala_simplex	Clements
Pachycephala_soror	Clements
Pachycephala_sulfuriventer	Clements
Pachycephala_tenebrosa	Clements
Pachycephalopsis_hattamensis	Clements
Pachycephalopsis_poliosoma	Clements
Pachycoccyx_audeberti	Clements
Pachyptila_belcheri	Clements
Pachyptila_crassirostris	Clements
Pachyptila_desolata	Clements
Pachyptila_forsteri	No
Pachyptila_turtur	Clements
Pachyptila_vittata	Clements
Pachyramphus_aglaiae	Clements
Pachyramphus_albogriseus	Clements
Pachyramphus_castaneus	Clements
Pachyramphus_cinnamomeus	Clements
Pachyramphus_homochrous	Clements
Pachyramphus_major	Clements
Pachyramphus_marginatus	Clements
Pachyramphus_minor	Clements
Pachyramphus_niger	Clements
Pachyramphus_polychopterus	Clements
Pachyramphus_rufus	Clements
Pachyramphus_spodiurus	Clements
Pachyramphus_surinamus	Clements
Pachyramphus_validus	Clements
Pachyramphus_versicolor	Clements
Pachyramphus_viridis	Clements
Padda_fuscata	No
Padda_oryzivora	No
Pagodroma_nivea	Clements
Pagophila_eburnea	Clements
Palmeria_dolei	Clements
Pandion_haliaetus	Clements
Panterpe_insignis	Clements
Panurus_biarmicus	Clements
Panyptila_cayennensis	Clements
Panyptila_sanctihieronymi	Clements
Paphosia_adorabilis	No
Paphosia_helenae	No
Parabuteo_unicinctus	Clements
Paradigalla_carunculata	Clements
Paradisaea_apoda	Clements
Paradisaea_decora	Clements
Paradisaea_guilielmi	Clements
Paradisaea_minor	Clements
Paradisaea_rubra	Clements
Paradisaea_rudolphi	Clements
Paradoxornis_alphonsianus	No
Paradoxornis_atrosuperciliaris	No
Paradoxornis_conspicillatus	No
Paradoxornis_davidianus	No
Paradoxornis_flavirostris	Clements
Paradoxornis_fulvifrons	No
Paradoxornis_gularis	No
Paradoxornis_guttaticollis	Clements
Paradoxornis_heudei	Clements
Paradoxornis_nipalensis	No
Paradoxornis_paradoxus	No
Paradoxornis_przewalskii	No
Paradoxornis_ricketti	No
Paradoxornis_ruficeps	No
Paradoxornis_unicolor	No
Paradoxornis_webbianus	No
Paradoxornis_zappeyi	No
Paramythia_montium	Clements
Pardalotus_melanocephalus	No
Pardalotus_ornatus	No
Pardalotus_punctatus	Clements
Pardalotus_quadragintus	Clements
Pardalotus_rubricatus	Clements
Pardalotus_striatus	Clements
Pardalotus_substriatus	No
Pardalotus_xanthopygus	No
Pardirallus_maculatus	Clements
Pareudiastes_pacificus	No
Parisoma_boehmi	No
Parisoma_buryi	No
Parisoma_layardi	No
Parisoma_lugens	No
Parisoma_subcaeruleum	No
Parmoptila_woodhousei	Clements
Paroaria_baeri	Clements
Paroaria_capitata	Clements
Paroaria_coronata	Clements
Paroaria_dominicana	Clements
Paroaria_gularis	Clements
Parophasma_galinieri	Clements
Paroreomyza_maculata	Clements
Parotia_carolae	Clements
Parotia_lawesii	Clements
Parotia_sefilata	Clements
Parotia_wahnesi	Clements
Parula_americana	No
Parula_pitiayumi	No
Parus_afer	No
Parus_albiventris	No
Parus_amabilis	No
Parus_ater	No
Parus_atricapillus	No
Parus_bicolor	No
Parus_bokharensis	No
Parus_caeruleus	No
Parus_carolinensis	No
Parus_cinctus	No
Parus_cristatus	No
Parus_cyanus	No
Parus_davidi	No
Parus_dichrous	No
Parus_elegans	No
Parus_fasciiventer	No
Parus_fringillinus	No
Parus_funereus	No
Parus_gambeli	No
Parus_griseiventris	No
Parus_holsti	No
Parus_hudsonicus	No
Parus_inornatus	No
Parus_leucomelas	No
Parus_leuconotus	No
Parus_lugubris	No
Parus_major	Clements
Parus_melanolophus	No
Parus_montanus	No
Parus_monticolus	Clements
Parus_niger	No
Parus_nuchalis	No
Parus_palustris	No
Parus_rubidiventris	No
Parus_rufescens	No
Parus_rufiventris	No
Parus_sclateri	No
Parus_semilarvatus	No
Parus_spilonotus	No
Parus_superciliosus	No
Parus_varius	No
Parus_venustulus	No
Parus_wollweberi	No
Parus_xanthogenys	No
Passer_ammodendri	Clements
Passer_castanopterus	Clements
Passer_domesticus	Clements
Passer_eminibey	Clements
Passer_flaveolus	Clements
Passer_griseus	Clements
Passer_hispaniolensis	Clements
Passer_iagoensis	Clements
Passer_luteus	Clements
Passer_melanurus	Clements
Passer_moabiticus	Clements
Passer_montanus	Clements
Passer_pyrrhonotus	Clements
Passer_rutilans	No
Passer_simplex	Clements
Passerina_amoena	Clements
Passerina_brissonii	No
Passerina_caerulea	Clements
Passerina_caerulescens	No
Passerina_ciris	Clements
Passerina_cyanea	Clements
Passerina_cyanoides	No
Passerina_glaucocaerulea	No
Passerina_leclancherii	Clements
Passerina_parellina	No
Passerina_rositae	Clements
Passerina_versicolor	Clements
Patagona_gigas	Clements
Pauxi_pauxi	Clements
Pavo_cristatus	Clements
Pavo_muticus	Clements
Pedioecetes_phasianellus	No
Pedionomus_torquatus	Clements
Pelagodroma_marina	Clements
Pelargopsis_amauroptera	Clements
Pelargopsis_capensis	Clements
Pelargopsis_melanorhyncha	Clements
Pelecanoides_exsul	No
Pelecanoides_garnotii	Clements
Pelecanoides_georgica	No
Pelecanoides_georgicus	Clements
Pelecanoides_magellani	Clements
Pelecanoides_urinator	No
Pelecanoides_urinatrix	Clements
Pelecanus_conspicillatus	Clements
Pelecanus_crispus	Clements
Pelecanus_erythrorhynchos	Clements
Pelecanus_occidentalis	Clements
Pelecanus_onocrotalus	Clements
Pelecanus_philippensis	Clements
Pelecanus_roseus	No
Pelecanus_rufescens	Clements
Pellorneum_albiventre	Clements
Pellorneum_capistratum	Clements
Pellorneum_fuscocapillum	Close
Pellorneum_palustre	Clements
Pellorneum_ruficeps	Clements
Peltohyas_australis	Clements
Peltops_blainvillii	Clements
Peltops_montanus	Clements
Penelope_albipennis	Clements
Penelope_argyrotis	Clements
Penelope_jacucaca	Clements
Penelope_marail	Clements
Penelope_montagnii	Clements
Penelope_nigrifrons	No
Penelope_obscura	Clements
Penelope_ochrogaster	Clements
Penelope_ortoni	Clements
Penelope_pileata	Clements
Penelope_purpurascens	Clements
Penelope_superciliaris	Clements
Penelopides_exarhatus	No
Penelopides_panini	Clements
Penelopina_nigra	Clements
Peneoenanthe_pulverulenta	No
Peneothello_bimaculatus	No
Peneothello_cryptoleucus	No
Peneothello_cyanus	Clements
Peneothello_sigillatus	No
Pennula_millsi	No
Pennula_sandwichensis	No
Penthoceryx_sonneratii	No
Percnostola_caurensis	No
Percnostola_leucostigma	No
Percnostola_lophotes	No
Percnostola_rufifrons	Clements
Percnostola_schistacea	No
Perdicula_asiatica	Clements
Perdix_barbata	No
Perdix_hodgsoniae	Clements
Perdix_perdix	Clements
Pericrocotus_brevirostris	Clements
Pericrocotus_cinnamomeus	Clements
Pericrocotus_divaricatus	Clements
Pericrocotus_erythropygius	Clements
Pericrocotus_ethologus	Clements
Pericrocotus_flammeus	Clements
Pericrocotus_lansbergei	Clements
Pericrocotus_miniatus	Clements
Pericrocotus_roseus	Clements
Pericrocotus_solaris	Clements
Periporphyrus_erythromelas	Clements
Perisoreus_canadensis	Clements
Perisoreus_infaustus	Clements
Perisoreus_internigrans	Clements
Perissocephalus_tricolor	Clements
Pernis_apivorus	Clements
Pernis_celebensis	Clements
Pernis_ptilorhynchus	Clements
Petrochelidon_andecola	No
Petrochelidon_ariel	Clements
Petrochelidon_fluvicola	Clements
Petrochelidon_fuliginosa	No
Petrochelidon_fulva	Clements
Petrochelidon_nigricans	Clements
Petrochelidon_preussi	Clements
Petrochelidon_pyrrhonota	Clements
Petrochelidon_rufigula	Clements
Petrochelidon_spilodera	Clements
Petroica_archboldi	Clements
Petroica_australis	Clements
Petroica_bivittata	Clements
Petroica_cucullata	No
Petroica_goodenovii	Clements
Petroica_macrocephala	Clements
Petroica_multicolor	Clements
Petroica_phoenicea	Clements
Petroica_rodinogaster	Clements
Petroica_rosea	Clements
Petroica_traversi	Clements
Petroica_vittata	No
Petronia_brachydactyla	No
Petronia_dentata	No
Petronia_petronia	Clements
Petronia_superciliaris	No
Petronia_xanthocollis	No
Petrophassa_albipennis	Clements
Petrophassa_rufipennis	Clements
Peucedramus_taeniatus	Clements
Pezites_militaris	No
Pezopetes_capitalis	Clements
Pezophaps_solitaria	Clements
Pezoporus_wallicus	Clements
Phacellodomus_dorsalis	Clements
Phacellodomus_erythrophthalmus	Clements
Phacellodomus_ruber	Clements
Phacellodomus_rufifrons	Clements
Phacellodomus_sibilatrix	Clements
Phacellodomus_striaticeps	Clements
Phacellodomus_striaticollis	Clements
Phaenicophaeus_pyrrhocephalus	Clements
Phaenicophilus_palmarum	Clements
Phaenicophilus_poliocephalus	Clements
Phaenostictus_mcleannani	Clements
Phaeochroa_cuvierii	Clements
Phaeomyias_murina	Clements
Phaeornis_obscurus	No
Phaeornis_palmeri	No
Phaeothlypis_fulvicauda	No
Phaeothlypis_rivularis	No
Phaethon_aethereus	Clements
Phaethon_aethereus	Clements
Phaethon_lepturus	Clements
Phaethon_lepturus	Clements
Phaethon_rubricauda	Clements
Phaethon_rubricauda	Clements
Phaethon_rubrieauda	No
Phaethornis_anthophilus	Clements
Phaethornis_augusti	Clements
Phaethornis_bourcieri	Clements
Phaethornis_eurynome	Clements
Phaethornis_gounellei	No
Phaethornis_griseogularis	Clements
Phaethornis_guy	Clements
Phaethornis_hispidus	Clements
Phaethornis_longuemareus	Clements
Phaethornis_malaris	Clements
Phaethornis_nattereri	Clements
Phaethornis_philippii	Clements
Phaethornis_porcullae	No
Phaethornis_pretrei	Clements
Phaethornis_ruber	Clements
Phaethornis_rupurumii	Clements
Phaethornis_squalidus	Clements
Phaethornis_subochraceus	Clements
Phaethornis_superciliosus	Clements
Phaethornis_syrmatophorus	Clements
Phaethornis_yaruqui	Clements
Phaethornis_zonura	No
Phaetusa_simplex	Clements
Phainopepla_nitens	Clements
Phainoptila_melanoxantha	Clements
Phalacrocorax_africanus	No
Phalacrocorax_albiventer	No
Phalacrocorax_aristotelis	Clements
Phalacrocorax_atriceps	Clements
Phalacrocorax_auritus	Clements
Phalacrocorax_bougainvillii	Clements
Phalacrocorax_campbelli	Clements
Phalacrocorax_capensis	Clements
Phalacrocorax_capillatus	Clements
Phalacrocorax_carbo	Clements
Phalacrocorax_carunculatus	Clements
Phalacrocorax_featherstoni	Clements
Phalacrocorax_fuscescens	Clements
Phalacrocorax_fuscicollis	Clements
Phalacrocorax_gaimardi	Clements
Phalacrocorax_harrisi	Clements
Phalacrocorax_magellanicus	Clements
Phalacrocorax_melanoleucos	No
Phalacrocorax_neglectus	Clements
Phalacrocorax_niger	No
Phalacrocorax_nigrogularis	Clements
Phalacrocorax_olivaceus	No
Phalacrocorax_pelagicus	Clements
Phalacrocorax_penicillatus	Clements
Phalacrocorax_perspicillatus	Clements
Phalacrocorax_punctatus	Clements
Phalacrocorax_pygmaeus	No
Phalacrocorax_sulcirostris	Clements
Phalacrocorax_urile	Clements
Phalacrocorax_varius	Clements
Phalacrocorax_verrucosus	Clements
Phalaenoptilus_nuttallii	Clements
Phalaropus_fulicarius	Clements
Phalcoboenus_albogularis	Clements
Phalcoboenus_australis	Clements
Phalcoboenus_megalopterus	Clements
Phapitreron_amethystina	No
Phapitreron_leucotis	Clements
Phaps_chalcoptera	Clements
Phaps_elegans	Clements
Pharomachrus_fulgidus	Clements
Pharomachrus_mocino	No
Pharomachrus_pavoninus	Clements
Phasianus_colchicus	Clements
Phasidus_niger	No
Phedina_borbonica	Clements
Phedina_brazzae	Clements
Phegornis_mitchellii	Clements
Pheucticus_aureoventris	Clements
Pheucticus_chrysopeplus	Clements
Pheucticus_ludovicianus	Clements
Pheucticus_melanocephalus	Clements
Phibalura_flavirostris	Clements
Phigys_solitarius	Clements
Philacte_canagica	No
Philemon_albitorques	Clements
Philemon_argenticeps	Clements
Philemon_brassi	Clements
Philemon_buceroides	Clements
Philemon_citreogularis	Clements
Philemon_cockerelli	Clements
Philemon_corniculatus	Clements
Philemon_diemenensis	Clements
Philemon_eichhorni	Clements
Philemon_fuscicapillus	Clements
Philemon_gilolensis	No
Philemon_inornatus	Clements
Philemon_meyeri	Clements
Philemon_moluccensis	Clements
Philemon_novaeguineae	No
Philemon_subcorniculatus	Clements
Philentoma_pyrhopterum	No
Philentoma_velatum	No
Philepitta_castanea	Clements
Philepitta_schlegeli	Clements
Philetairus_socius	Clements
Philodice_bryantae	Clements
Philodice_evelynae	No
Philodice_mitchellii	Clements
Philohela_minor	No
Philomachus_pugnax	No
Philortyx_fasciatus	Clements
Philydor_atricapillus	Clements
Philydor_baeri	No
Philydor_dimidiatus	No
Philydor_erythrocercus	Close
Philydor_erythropterus	Close
Philydor_lichtensteini	No
Philydor_pyrrhodes	Clements
Philydor_ruficaudatus	No
Philydor_rufus	Close
Phimosus_infuscatus	Clements
Phlegopsis_borbae	Clements
Phlegopsis_erythroptera	Clements
Phlegopsis_nigromaculata	Clements
Phleocryptes_melanops	Clements
Phloeoceastes_guatemalensis	No
Phloeoceastes_haematogaster	No
Phloeoceastes_leucopogon	No
Phloeoceastes_melanoleucos	No
Phloeoceastes_pollens	No
Phloeoceastes_robustus	No
Phloeoceastes_rubricollis	No
Phlogophilus_harterti	Clements
Phlogophilus_hemileucurus	Clements
Phodilus_badius	Clements
Phoebetria_fusca	Clements
Phoebetria_palpebrata	Clements
Phoenicircus_carnifex	Clements
Phoenicircus_nigricollis	Clements
Phoeniconaias_minor	Clements
Phoenicoparrus_andinus	Clements
Phoenicoparrus_jamesi	Clements
Phoenicopterus_antiquorum	No
Phoenicopterus_chilensis	Clements
Phoenicopterus_ruber	Clements
Phoeniculus_aterrimus	No
Phoeniculus_bollei	Clements
Phoeniculus_castaneiceps	Clements
Phoeniculus_purpureus	Clements
Phoenicurus_alaschanicus	Clements
Phoenicurus_auroreus	Clements
Phoenicurus_caeruleocephalus	No
Phoenicurus_erythrogaster	No
Phoenicurus_erythronotus	Clements
Phoenicurus_frontalis	Clements
Phoenicurus_hodgsoni	Clements
Phoenicurus_moussieri	Clements
Phoenicurus_ochruros	Clements
Phoenicurus_phoenicurus	Clements
Phoenicurus_schisticeps	Clements
Pholidornis_rushiae	Clements
Phonygammus_keraudrenii	Clements
Phrygilus_alaudinus	No
Phrygilus_atriceps	Clements
Phrygilus_carbonarius	No
Phrygilus_dorsalis	No
Phrygilus_erythronotus	No
Phrygilus_fruticeti	No
Phrygilus_gayi	Clements
Phrygilus_patagonicus	Clements
Phrygilus_plebejus	No
Phrygilus_unicolor	No
Phylidonyris_albifrons	No
Phylidonyris_melanops	No
Phylidonyris_nigra	Close
Phylidonyris_notabilis	No
Phylidonyris_novaehollandiae	Clements
Phylidonyris_pyrrhoptera	No
Phylidonyris_undulata	No
Phyllanthus_atripennis	No
Phyllastrephus_albigularis	Clements
Phyllastrephus_baumanni	Clements
Phyllastrephus_cerviniventris	Clements
Phyllastrephus_cinereiceps	No
Phyllastrephus_debilis	Clements
Phyllastrephus_fischeri	Clements
Phyllastrephus_flavostriatus	Clements
Phyllastrephus_fulviventris	Clements
Phyllastrephus_hypochloris	Clements
Phyllastrephus_icterinus	Clements
Phyllastrephus_lorenzi	Clements
Phyllastrephus_madagascariensis	No
Phyllastrephus_orostruthus	No
Phyllastrephus_poensis	Clements
Phyllastrephus_poliocephalus	Clements
Phyllastrephus_scandens	Clements
Phyllastrephus_strepitans	Clements
Phyllastrephus_tenebrosus	No
Phyllastrephus_terrestris	Clements
Phyllastrephus_xanthophrys	No
Phyllastrephus_xavieri	Clements
Phyllastrephus_zosterops	No
Phyllolais_pulchella	Clements
Phyllomyias_burmeisteri	Clements
Phyllomyias_cinereiceps	Clements
Phyllomyias_fasciatus	Clements
Phyllomyias_griseiceps	Clements
Phyllomyias_griseocapilla	Clements
Phyllomyias_nigrocapillus	Clements
Phyllomyias_plumbeiceps	Clements
Phyllomyias_sclateri	Clements
Phyllomyias_uropygialis	Clements
Phyllomyias_virescens	Clements
Phylloscartes_chapmani	Clements
Phylloscartes_difficilis	Clements
Phylloscartes_eximius	Clements
Phylloscartes_flaveolus	No
Phylloscartes_flaviventris	Clements
Phylloscartes_flavovirens	Clements
Phylloscartes_gualaquizae	Clements
Phylloscartes_nigrifrons	Clements
Phylloscartes_ophthalmicus	Clements
Phylloscartes_orbitalis	Clements
Phylloscartes_oustaleti	Clements
Phylloscartes_paulistus	No
Phylloscartes_poecilotis	Clements
Phylloscartes_roquettei	Clements
Phylloscartes_superciliaris	Clements
Phylloscartes_sylviolus	Clements
Phylloscartes_venezuelanus	Clements
Phylloscartes_ventralis	Clements
Phylloscartes_virescens	Clements
Phylloscopus_affinis	Clements
Phylloscopus_amoenus	Clements
Phylloscopus_armandii	Clements
Phylloscopus_bonelli	Clements
Phylloscopus_borealis	Clements
Phylloscopus_budongoensis	Clements
Phylloscopus_cantator	Clements
Phylloscopus_cebuensis	Clements
Phylloscopus_collybita	Clements
Phylloscopus_coronatus	Clements
