GenBankID,GB_Nucleotide_Seqs,GenBank_Name,GenBank_Group,EBirdClements_Names,Ebird_Group,Clements_Order,Clements_Family,Reconciliation,IUCN_Status
502651,5,Myiopagis_gaimardii_guianensis,subspecies,Myiopagis_gaimardii,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502652,2,Myiopagis_gaimardii_macilvainii,subspecies,Myiopagis_gaimardii,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502653,2,Myiopagis_viridicata_accola,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502654,1,Myiopagis_viridicata_implacens,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502655,2,Myiopagis_viridicata_jaliscensis,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502656,2,Myiopagis_viridicata_pacifica,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502657,1,Myiopagis_viridicata_placens,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502658,1,Myiopagis_viridicata_restricta,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502659,8,Myiopagis_viridicata_viridicata,subspecies,Myiopagis_viridicata,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502665,10,Zimmerius_chrysops_chrysops,subspecies,Zimmerius_chrysops,group (monotypic),Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502666,1,Zimmerius_chrysops_flavidifrons,subspecies,Zimmerius_viridiflavus,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),taxonomy,Least Concern
502667,2,Zimmerius_gracilipes_gilvus,subspecies,Zimmerius_gracilipes,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
502668,1,Zimmerius_gracilipes_gracilipes,subspecies,Zimmerius_gracilipes,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
505297,8,Schoeniclus_aureolus_ornatus,subspecies,Emberiza_aureola,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Critically Endangered
505298,2,Emberiza_buchanani_neobscura,subspecies,Emberiza_buchanani,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505299,3,Emberiza_cabanisi_cabanisi,subspecies,Emberiza_cabanisi,group (monotypic),Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505300,3,Emberiza_capensis_capensis,subspecies,Emberiza_capensis,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505301,12,Emberiza_cia_cia,subspecies,Emberiza_cia,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505302,2,Emberiza_cioides_weigoldi,subspecies,Emberiza_cioides,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505303,2,Emberiza_cirlus_cirlus,subspecies,Emberiza_cirlus,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505304,4,Emberiza_citrinella_citrinella,subspecies,Emberiza_citrinella,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505305,14,Schoeniclus_elegans_elegans,subspecies,Emberiza_elegans,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Least Concern
505306,2,Emberiza_fucata_fucata,subspecies,Emberiza_fucata,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505307,53,Emberiza_godlewskii_omissa,subspecies,Emberiza_godlewskii,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505308,3,Fringillaria_impetuani_sloggetti,subspecies,Emberiza_impetuani,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Least Concern
505309,2,Emberiza_leucocephalos_leucocephalos,subspecies,Emberiza_leucocephalos,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505310,6,Emberiza_pallasi_polaris,subspecies,Emberiza_pallasi,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505311,51,Emberiza_schoeniclus_schoeniclus,subspecies,Emberiza_schoeniclus,subspecies,Passeriformes,Emberizidae (Old World Buntings),,Least Concern
505312,10,Schoeniclus_spodocephala_spodocephala,subspecies,Emberiza_spodocephala,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Least Concern
505313,36,Fringillaria_striolata_striolata,subspecies,Emberiza_striolata,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Least Concern
505314,9,Fringillaria_tahapisi_tahapisi,subspecies,Emberiza_tahapisi,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Least Concern
505315,2,Schoeniclus_yessoensis_yessoensis,subspecies,Emberiza_yessoensis,subspecies,Passeriformes,Emberizidae (Old World Buntings),taxonomy,Near Threatened
507595,6,Himantopus_himantopus_melanurus,subspecies,Himantopus_mexicanus,subspecies,Charadriiformes,Recurvirostridae (Stilts and Avocets),taxonomy,NoBLIname
507755,1,Aquila_chrysaetos_homeyeri,subspecies,Aquila_chrysaetos,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Least Concern
507756,1,Aquila_chrysaetos_daphanes,subspecies,Aquila_chrysaetos,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",spelling,Least Concern
507936,23,Aegolius_acadicus_acadicus,subspecies,Aegolius_acadicus,group (monotypic),Strigiformes,Strigidae (Owls),,Least Concern
507939,2,Asio_otus_canariensis,subspecies,Asio_otus,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507940,11,Asio_otus_otus,subspecies,Asio_otus,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507941,3,Athene_lilith,species,Athene_noctua,subspecies,Strigiformes,Strigidae (Owls),lump,Least Concern
507942,3,Athene_noctua_plumipes,subspecies,Athene_noctua,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507943,4,Athene_noctua_vidalii,subspecies,Athene_noctua,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507944,1,Bubo_africanus_africanus,subspecies,Bubo_africanus,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507945,13,Bubo_bubo_bubo,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507946,2,Bubo_bubo_interpositus,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507947,2,Bubo_bubo_sibiricus,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507948,2,Bubo_bubo_swinhoei,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507949,4,Bubo_bubo_turcomanus,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507950,2,Bubo_bubo_yenisseensis,subspecies,Bubo_bubo,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507952,2,Bubo_capensis_capensis,subspecies,Bubo_capensis,group (monotypic),Strigiformes,Strigidae (Owls),,Least Concern
507953,3,Bubo_capensis_mackinderi,subspecies,Bubo_capensis,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507955,1,Bubo_virginianus_virginianus,subspecies,Bubo_virginianus,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507960,1,Megascops_napensis,species,Megascops_roraimae,subspecies,Strigiformes,Strigidae (Owls),lump,NoBLIname
507962,2,Ninox_connivens_connivens,subspecies,Ninox_connivens,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507964,2,Otus_lettia_erythrocampe,subspecies,Otus_lettia,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507965,2,Otus_lettia_glabripes,subspecies,Otus_lettia,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507966,3,Otus_scops_scops,subspecies,Otus_scops,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507967,2,Otus_spilocephalus_latouchi,subspecies,Otus_spilocephalus,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507968,2,Otus_sunia_malayanus,subspecies,Otus_sunia,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507974,1,Strix_aluco_wilkonskii,subspecies,Strix_aluco,subspecies,Strigiformes,Strigidae (Owls),taxonomy,Least Concern
507975,1,Strix_nebulosa_lapponica,subspecies,Strix_nebulosa,group (monotypic),Strigiformes,Strigidae (Owls),,Least Concern
507976,1,Strix_uralensis_macroura,subspecies,Strix_uralensis,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507977,2,Strix_woodfordii_nigricantior,subspecies,Strix_woodfordii,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507978,1,Strix_woodfordii_woodfordii,subspecies,Strix_woodfordii,subspecies,Strigiformes,Strigidae (Owls),,Least Concern
507979,12,Tyto_alba_affinis,subspecies,Tyto_alba,group (monotypic),Strigiformes,Tytonidae (Barn-Owls),,Least Concern
507980,58895,Tyto_alba_alba,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),,Least Concern
507981,15,Tyto_alba_erlangeri,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),,Least Concern
507982,33,Tyto_alba_guttata,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),,Least Concern
507984,6,Tyto_castanops,species,Tyto_novaehollandiae,subspecies,Strigiformes,Tytonidae (Barn-Owls),lump,Least Concern
507985,9,Tyto_javanica_delicatula,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
507987,4,Tyto_javanica_lulu,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
507988,3,Tyto_javanica_sumbaensis,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
507989,0,Tyto_furcata,species,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),lump,Least Concern
507990,5,Tyto_furcata_furcata,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
507991,20,Tyto_furcata_pratincola,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
507992,6,Tyto_furcata_tuidara,subspecies,Tyto_alba,subspecies,Strigiformes,Tytonidae (Barn-Owls),taxonomy,Least Concern
511759,9,Zosterops_flavifrons_flavifrons,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
511760,10,Zosterops_flavifrons_majuscula,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",spelling,Least Concern
511761,10,Zosterops_flavifrons_macgillivrayi,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
511762,18,Zosterops_flavifrons_efatensis,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
511763,11,Zosterops_flavifrons_brevicauda,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
511764,9,Zosterops_flavifrons_gauensis,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
511765,63,Zosterops_flavifrons_perplexa,subspecies,Zosterops_flavifrons,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",spelling,Least Concern
511767,2,Zosterops_lateralis_macmillani,subspecies,Zosterops_lateralis,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
512417,76,Acanthis_flammea_flammea,subspecies,Acanthis_flammea,group (monotypic),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
512418,20,Acanthis_flammea_rostrata,subspecies,Acanthis_flammea,subspecies,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
512419,19,Acanthis_hornemanni_exilipes,subspecies,Acanthis_hornemanni,group (monotypic),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,NoBLIname
512420,4,Linaria_flavirostris_rufostrigata,subspecies,Linaria_flavirostris,subspecies,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
512641,1,Laniarius_aethiopicus_mossambicus,subspecies,Laniarius_major,subspecies,Passeriformes,Malaconotidae (Bushshrikes and Allies),taxonomy,NoBLIname
516646,7,Chlorospingus_ophthalmicus_albifrons,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516647,6,Chlorospingus_ophthalmicus_argentinus,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516648,6,Chlorospingus_ophthalmicus_cinereocephalus,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516649,4,Chlorospingus_ophthalmicus_dwighti,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516650,9,Chlorospingus_ophthalmicus_honduratius,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516651,2,Chlorospingus_ophthalmicus_jaqueti,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516652,8,Chlorospingus_ophthalmicus_ophthalmicus,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516653,3,Chlorospingus_ophthalmicus_peruvianus,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516654,6,Chlorospingus_ophthalmicus_postocularis,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516655,11,Chlorospingus_ophthalmicus_punctulatus,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516656,10,Chlorospingus_ophthalmicus_regionalis,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516657,7,Chlorospingus_ophthalmicus_wetmorei,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
516658,4,Chlorospingus_ophthalmicus_fulvigularis,subspecies,Chlorospingus_flavopectus,subspecies,Passeriformes,Passerellidae (New World Sparrows),taxonomy,Least Concern
517002,8,Icterus_cayanensis_tibialis,subspecies,Icterus_pyrrhopterus,subspecies,Passeriformes,Icteridae (Troupials and Allies),taxonomy,Least Concern
517762,1,Saxicola_torquata_indica,subspecies,Saxicola_maurus,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,NoBLIname
517763,1,Saxicola_torquata_promiscua,subspecies,Saxicola_torquatus,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),spelling,Least Concern
517764,1,Saxicola_torquata_salax,subspecies,Saxicola_torquatus,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),spelling,Least Concern
517765,3,Saxicola_torquata_stonei,subspecies,Saxicola_torquatus,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),spelling,Least Concern
517766,1,Saxicola_torquata_voeltzkowi,subspecies,Saxicola_torquatus,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),spelling,Least Concern
517767,1,Saxicola_caprata_bicolor,subspecies,Saxicola_caprata,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
517768,2,Saxicola_caprata_fruticola,subspecies,Saxicola_caprata,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
517769,2,Saxicola_caprata_pyrrhonota,subspecies,Saxicola_caprata,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),spelling,Least Concern
517770,3,Saxicola_dacotiae_dacotiae,subspecies,Saxicola_dacotiae,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),,Near Threatened
517771,1,Saxicola_dacotiae_murielae,subspecies,Saxicola_dacotiae,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),,Near Threatened
517773,1,Saxicola_gutturalis_gutturalis,subspecies,Saxicola_gutturalis,subspecies,Passeriformes,Muscicapidae (Old World Flycatchers),,Near Threatened
518697,5,Buteogallus_subtilis,species,Buteogallus_anthracinus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",lump,Least Concern
518749,3,Accipiter_cirrocephalus_cirrocephalus,subspecies,Accipiter_cirrocephalus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Least Concern
518750,4,Accipiter_rufiventris_rufiventris,subspecies,Accipiter_rufiventris,group (monotypic),Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Least Concern
518751,6,Buteo_nitidus_pallida,subspecies,Buteo_nitidus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",spelling,Least Concern
518752,3,Buteogallus_subtilis_bangsi,subspecies,Buteogallus_anthracinus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy,Least Concern
518756,2,Buteogallus_urubitinga_ridgwayi,subspecies,Buteogallus_urubitinga,group (monotypic),Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Least Concern
518758,2,Kaupifalco_monogrammicus_meridionalis,subspecies,Kaupifalco_monogrammicus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Least Concern
518759,4,Leucopternis_albicollis_williaminae,subspecies,Pseudastur_albicollis,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy,Least Concern
518920,14,Aerodramus_fuciphagus_amechanus,subspecies,Aerodramus_germani,subspecies,Caprimulgiformes,Apodidae (Swifts),taxonomy,NoBLIname
519844,6,Progne_subis_arboricola,subspecies,Progne_subis,subspecies,Passeriformes,Hirundinidae (Swallows),,Least Concern
519845,10,Progne_subis_subis,subspecies,Progne_subis,subspecies,Passeriformes,Hirundinidae (Swallows),,Least Concern
519846,2,Progne_chalybea_macrorhamphus,subspecies,Progne_chalybea,subspecies,Passeriformes,Hirundinidae (Swallows),,Least Concern
519847,8,Progne_chalybea_chalybea,subspecies,Progne_chalybea,subspecies,Passeriformes,Hirundinidae (Swallows),,Least Concern
520160,3,Garrulax_lanceolatus_lanceolatus,subspecies,Ianthocincla_lanceolata,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520162,8,Trochalopteron_affine_affine,subspecies,Trochalopteron_affine,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520163,8,Trochalopteron_affine_oustaleti,subspecies,Trochalopteron_affine,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520164,8,Garrulax_albogularis_eous,subspecies,Ianthocincla_albogularis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520166,3,Garrulax_chinensis_lochmius,subspecies,Ianthocincla_chinensis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520167,8,Garrulax_chinensis_monachus,subspecies,Ianthocincla_chinensis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520192,3,Garrulax_cineraceus_cinereiceps,subspecies,Ianthocincla_cineracea,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520193,8,Garrulax_cineraceus_strenuus,subspecies,Ianthocincla_cineracea,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520194,7,Garrulax_davidi_davidi,subspecies,Ianthocincla_davidi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520195,8,Trochalopteron_elliotii_elliotii,subspecies,Trochalopteron_elliotii,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520196,8,Trochalopteron_elliotii_przewalskii,subspecies,Trochalopteron_elliotii,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520197,6,Trochalopteron_erythrocephalum_woodi,subspecies,Trochalopteron_chrysopterum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520198,3,Garrulax_formosus_formosus,subspecies,Trochalopteron_formosum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520199,8,Trochalopteron_lineatum_lineatum,subspecies,Trochalopteron_lineatum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520201,8,Trochalopteron_milnei_sharpei,subspecies,Trochalopteron_milnei,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520202,3,Garrulax_ocellatus_maculipectus,subspecies,Ianthocincla_ocellata,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520203,3,Garrulax_pectoralis_pingi,subspecies,Ianthocincla_pectoralis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520204,3,Garrulax_sannio_comis,subspecies,Ianthocincla_sannio,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520205,5,Garrulax_sannio_sannio,subspecies,Ianthocincla_sannio,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520207,3,Heterophasia_capistrata_nigriceps,subspecies,Heterophasia_capistrata,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520209,8,Leiothrix_lutea_yunnanensis,subspecies,Leiothrix_lutea,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520217,3,Siva_cyanouroptera_wingatei,subspecies,Actinodura_cyanouroptera,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520218,3,Minla_ignotincta_ignotincta,subspecies,Minla_ignotincta,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,Least Concern
520219,7,Chrysominla_strigula_yunnanensis,subspecies,Actinodura_strigula,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy,Least Concern
520221,15,Erythrogenys_gravivox_odica,subspecies,Megapomatorhinus_gravivox,subspecies,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",taxonomy,Least Concern
520222,104,Pycnonotus_sinensis_sinensis,subspecies,Pycnonotus_sinensis,group (monotypic),Passeriformes,Pycnonotidae (Bulbuls),,Least Concern
520224,3,Cyanoderma_ruficeps_bhamoensis,subspecies,Cyanoderma_ruficeps,subspecies,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",spelling,Least Concern
520225,10,Yuhina_flavicollis_rouxi,subspecies,Yuhina_flavicollis,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,Least Concern
521069,129,Pachycephala_citreogaster_citreogaster,subspecies,Pachycephala_citreogaster,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,NoBLIname
521070,8,Pachycephala_citreogaster_sexuvaria,subspecies,Pachycephala_citreogaster,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,NoBLIname
521082,229,Pachycephala_melanura_dahli,subspecies,Pachycephala_melanura,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
521083,143,Pachycephala_melanura_robusta,subspecies,Pachycephala_melanura,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
521085,42,Pachycephala_orioloides_christophori,subspecies,Pachycephala_orioloides,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
521087,110,Pachycephala_pectoralis_fuliginosa,subspecies,Pachycephala_pectoralis,group (monotypic),Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
521088,50,Pachycephala_pectoralis_youngi,subspecies,Pachycephala_pectoralis,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
521090,20,Pachycephala_macrorhyncha_fuscoflava,subspecies,Pachycephala_macrorhyncha,subspecies,Passeriformes,Pachycephalidae (Whistlers and Allies),,NoBLIname
522419,1,Estrilda_astrild_rubriventris,subspecies,Estrilda_astrild,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522421,1,Spermestes_bicolor_nigriceps,subspecies,Spermestes_bicolor,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522427,1,Lonchura_cantans_cantans,subspecies,Euodice_cantans,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),taxonomy,Least Concern
522430,1,Lonchura_punctulata_punctulata,subspecies,Lonchura_punctulata,group (monotypic),Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522432,1,Mandingoa_nitidula_schlegeli,subspecies,Mandingoa_nitidula,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522433,1,Neochmia_ruficauda_clarescens,subspecies,Neochmia_ruficauda,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522436,1,Ortygospiza_atricollis_atricollis,subspecies,Ortygospiza_atricollis,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522438,39,Poephila_cincta_cincta,subspecies,Poephila_cincta,group (monotypic),Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522440,7,Poephila_personata_personata,subspecies,Poephila_personata,group (monotypic),Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522441,1,Pytilia_melba_melba,subspecies,Pytilia_melba,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
522443,1,Pytilia_phoenicoptera_phoenicoptera,subspecies,Pytilia_phoenicoptera,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
526178,2,Linurgus_olivaceus_kilimensis,subspecies,Linurgus_olivaceus,subspecies,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
526179,2,Linurgus_olivaceus_olivaceus,subspecies,Linurgus_olivaceus,subspecies,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
526630,56,Gygis_alba_candida,subspecies,Gygis_alba,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,Least Concern
526631,17,Gygis_alba_microrhyncha,subspecies,Gygis_alba,group (monotypic),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,Least Concern
526632,18,Gygis_alba_pacifica,subspecies,Gygis_alba,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",taxonomy,Least Concern
526633,116,Gygis_alba_rothschildi,subspecies,Gygis_alba,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",taxonomy,Least Concern
528158,1,Malurus_cyaneus_ashbyi,subspecies,Malurus_cyaneus,subspecies,Passeriformes,Maluridae (Fairywrens),,Least Concern
528159,6,Malurus_cyaneus_cyaneus,subspecies,Malurus_cyaneus,subspecies,Passeriformes,Maluridae (Fairywrens),,Least Concern
528160,7,Malurus_cyaneus_cyanochlamys,subspecies,Malurus_cyaneus,subspecies,Passeriformes,Maluridae (Fairywrens),,Least Concern
