GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
589931,Acrobatornis fonsecai,species,Acrobatornis fonsecai,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
435336,Acrocephalus aequinoctialis,species,Acrocephalus aequinoctialis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114288,Acrocephalus aequinoctialis aequinoctialis,subspecies,Acrocephalus aequinoctialis aequinoctialis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114289,Acrocephalus aequinoctialis pistor,subspecies,Acrocephalus aequinoctialis pistor,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68476,Acrocephalus agricola,species,Acrocephalus agricola,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
128140,Acrocephalus agricola agricola,subspecies,Acrocephalus agricola,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
1765761,Acrocephalus agricola capistrata,subspecies,Acrocephalus agricola,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
128141,Acrocephalus agricola septimus,subspecies,Acrocephalus agricola,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
39621,Acrocephalus arundinaceus,species,Acrocephalus arundinaceus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
659163,Acrocephalus arundinaceus arundinaceus,subspecies,Acrocephalus arundinaceus arundinaceus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
331005,Acrocephalus arundinaceus zarudnyi,subspecies,Acrocephalus arundinaceus zarudnyi,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435339,Acrocephalus atyphus,species,Acrocephalus atyphus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1176440,Acrocephalus atyphus atyphus,subspecies,Acrocephalus atyphus atyphus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
857051,Acrocephalus atyphus eremus,subspecies,Acrocephalus atyphus eremus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
857052,Acrocephalus atyphus niauensis,subspecies,Acrocephalus atyphus niauensis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
857053,Acrocephalus atyphus palmarum,subspecies,Acrocephalus atyphus palmarum,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68484,Acrocephalus australis,species,Acrocephalus australis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114290,Acrocephalus australis australis,subspecies,Acrocephalus australis australis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
663261,Acrocephalus australis gouldi,subspecies,Acrocephalus australis gouldi,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126887,Acrocephalus avicenniae,species,Acrocephalus scirpaceus avicenniae,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),lump
68472,Acrocephalus baeticatus,species,Acrocephalus scirpaceus baeticatus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),lump
1402878,Acrocephalus baeticatus guiersi,subspecies,Acrocephalus scirpaceus guiersi,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
659164,Acrocephalus baeticatus hallae,subspecies,Acrocephalus scirpaceus hallae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
68469,Acrocephalus bistrigiceps,species,Acrocephalus bistrigiceps,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126873,Acrocephalus brevipennis,species,Acrocephalus brevipennis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435337,Acrocephalus caffer,species,Acrocephalus caffer,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1402877,Acrocephalus cinnamomeus,species,Acrocephalus scirpaceus cinnamomeus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),lump
126874,Acrocephalus concinens,species,Acrocephalus concinens,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
659174,Acrocephalus concinens concinens,subspecies,Acrocephalus concinens concinens,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68474,Acrocephalus dumetorum,species,Acrocephalus dumetorum,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435335,Acrocephalus familiaris,species,Acrocephalus familiaris,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
481814,Acrocephalus familiaris familiaris,subspecies,Acrocephalus familiaris familiaris,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),
481813,Acrocephalus familiaris kingi,subspecies,Acrocephalus familiaris kingi,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126888,Acrocephalus fuscus,species,Acrocephalus scirpaceus fuscus,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),lump
68482,Acrocephalus gracilirostris,species,Acrocephalus gracilirostris,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
659173,Acrocephalus gracilirostris parvus,subspecies,Acrocephalus gracilirostris parvus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68479,Acrocephalus griseldis,species,Acrocephalus griseldis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114299,Acrocephalus hiwae,species,Acrocephalus hiwae,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435340,Acrocephalus kerearako,species,Acrocephalus kerearako,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435343,Acrocephalus kerearako kaoko,subspecies,Acrocephalus kerearako kaoko,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435344,Acrocephalus kerearako kerearako,subspecies,Acrocephalus kerearako kerearako,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2944898,Acrocephalus kingi,species,Acrocephalus familiaris kingi,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),lump
1114297,Acrocephalus longirostris,species,Acrocephalus longirostris,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435332,Acrocephalus luscinius,species,Acrocephalus luscinius,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
992916,Acrocephalus luscinius astrolabii,subspecies,Acrocephalus luscinius,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
1114298,Acrocephalus luscinius luscinius,subspecies,Acrocephalus luscinius,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
1233980,Acrocephalus luscinius nijoi,subspecies,Acrocephalus luscinius,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),split
68470,Acrocephalus melanopogon,species,Acrocephalus melanopogon,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126891,Acrocephalus melanopogon melanopogon,subspecies,Acrocephalus melanopogon melanopogon,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126894,Acrocephalus melanopogon mimicus,subspecies,Acrocephalus melanopogon mimicus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435338,Acrocephalus mendanae,species,Acrocephalus mendanae,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435345,Acrocephalus mendanae aquilonis,subspecies,Acrocephalus percernis aquilonis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
435346,Acrocephalus mendanae consobrina,subspecies,Acrocephalus mendanae consobrina,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435347,Acrocephalus mendanae dido,subspecies,Acrocephalus mendanae dido,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435348,Acrocephalus mendanae fatuhivae,subspecies,Acrocephalus mendanae fatuhivae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435349,Acrocephalus mendanae idae,subspecies,Acrocephalus percernis idae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
435350,Acrocephalus mendanae mendanae,subspecies,Acrocephalus mendanae mendanae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435351,Acrocephalus mendanae percernis,subspecies,Acrocephalus percernis percernis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
435352,Acrocephalus mendanae postremus,subspecies,Acrocephalus percernis postremus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
992917,Acrocephalus musae,species,Acrocephalus musae,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114292,Acrocephalus musae garretti,subspecies,Acrocephalus musae garretti,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68480,Acrocephalus newtoni,species,Acrocephalus newtoni,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68483,Acrocephalus orientalis,species,Acrocephalus orientalis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
161545,Acrocephalus orinus,species,Acrocephalus orinus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68471,Acrocephalus paludicola,species,Acrocephalus paludicola,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68475,Acrocephalus palustris,species,Acrocephalus palustris,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
455429,Acrocephalus palustris sinensis,subspecies,Helopsaltes pryeri sinensis,subspecies,Passeriformes,Locustellidae (Grassbirds and Allies),taxonomy
864511,Acrocephalus palustris x Acrocephalus schoenobaenus,species,,,,,hybrid
857054,Acrocephalus percernis,species,Acrocephalus percernis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2599762,Acrocephalus percernis aquilonis,subspecies,Acrocephalus percernis aquilonis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2599763,Acrocephalus percernis idae,subspecies,Acrocephalus percernis idae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2599760,Acrocephalus percernis percernis,subspecies,Acrocephalus percernis percernis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2599761,Acrocephalus percernis postremus,subspecies,Acrocephalus percernis postremus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435334,Acrocephalus rehsei,species,Acrocephalus rehsei,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435341,Acrocephalus rimitarae,species,Acrocephalus rimitarae,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
2575904,Acrocephalus rodericanus,species,Acrocephalus rodericanus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126875,Acrocephalus rufescens,species,Acrocephalus rufescens,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1902270,Acrocephalus rufescens rufescens,subspecies,Acrocephalus rufescens rufescens,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
659166,Acrocephalus rufescens senegalensis,subspecies,Acrocephalus rufescens senegalensis,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
52609,Acrocephalus schoenobaenus,species,Acrocephalus schoenobaenus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
48156,Acrocephalus scirpaceus,species,Acrocephalus scirpaceus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126889,Acrocephalus scirpaceus scirpaceus,subspecies,Acrocephalus scirpaceus scirpaceus,group (monotypic),Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1337066,Acrocephalus scirpaceus x Acrocephalus palustris,species,,,,,hybrid
68481,Acrocephalus sechellensis,species,Acrocephalus sechellensis,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435331,Acrocephalus sorghophilus,species,Acrocephalus sorghophilus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68485,Acrocephalus stentoreus,species,Acrocephalus stentoreus,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1109733,Acrocephalus stentoreus amyae,subspecies,Acrocephalus stentoreus amyae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126890,Acrocephalus stentoreus brunnescens,subspecies,Acrocephalus stentoreus brunnescens,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1109734,Acrocephalus stentoreus harterti,subspecies,Acrocephalus stentoreus harterti,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
659165,Acrocephalus stentoreus levantinus,subspecies,Acrocephalus stentoreus levantinus,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114291,Acrocephalus stentoreus sumbae,subspecies,Acrocephalus australis sumbae,subspecies,Passeriformes,Acrocephalidae (Reed Warblers and Allies),taxonomy
435333,Acrocephalus syrinx,species,Acrocephalus syrinx,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
435342,Acrocephalus taiti,species,Acrocephalus taiti,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
68477,Acrocephalus tangorum,species,Acrocephalus tangorum,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
126876,Acrocephalus vaughani,species,Acrocephalus vaughani,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
1114300,Acrocephalus yamashinae,species,Acrocephalus yamashinae,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),
589933,Acropternis orthonyx,species,Acropternis orthonyx,species,Passeriformes,Rhinocryptidae (Tapaculos),
8992,Acryllium vulturinum,species,Acryllium vulturinum,species,Galliformes,Numididae (Guineafowl),
2231372,Actenoides bougainvillei,species,Actenoides bougainvillei,species,Coraciiformes,Alcedinidae (Kingfishers),
2231381,Actenoides bougainvillei excelsus,subspecies,Actenoides bougainvillei excelsus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
342375,Actenoides concretus,species,Actenoides concretus,species,Coraciiformes,Alcedinidae (Kingfishers),
1651254,Actenoides hombroni,species,Actenoides hombroni,species,Coraciiformes,Alcedinidae (Kingfishers),
342376,Actenoides lindsayi,species,Actenoides lindsayi,species,Coraciiformes,Alcedinidae (Kingfishers),
2231375,Actenoides monachus,species,Actenoides monachus,species,Coraciiformes,Alcedinidae (Kingfishers),
2231377,Actenoides monachus capucinus,subspecies,Actenoides monachus capucinus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
2231378,Actenoides princeps,species,Actenoides princeps,species,Coraciiformes,Alcedinidae (Kingfishers),
201347,Actinodura cyanouroptera,species,Actinodura cyanouroptera,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
241760,Actinodura cyanouroptera cyanouroptera,subspecies,Actinodura cyanouroptera cyanouroptera,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183856,Actinodura cyanouroptera orientalis,subspecies,Actinodura cyanouroptera orientalis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
634315,Actinodura cyanouroptera sordida,subspecies,Actinodura cyanouroptera sordida,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183857,Actinodura cyanouroptera sordidior,subspecies,Actinodura cyanouroptera sordidior,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520217,Actinodura cyanouroptera wingatei,subspecies,Actinodura cyanouroptera wingatei,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
889799,Actinodura egertoni,species,Actinodura egertoni,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183867,Actinodura egertoni egertoni,subspecies,Actinodura egertoni egertoni,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
889798,Actinodura morrisoniana,species,Actinodura morrisoniana,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
201297,Actinodura nipalensis,species,Actinodura nipalensis,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183859,Actinodura nipalensis vinctura,subspecies,Actinodura nipalensis,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),monotypic
889800,Actinodura ramsayi,species,Actinodura ramsayi,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183868,Actinodura ramsayi ramsayi,subspecies,Actinodura ramsayi ramsayi,group (monotypic),Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2944897,Actinodura sodangorum,species,Actinodura sodangorum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
181643,Actinodura souliei,species,Actinodura souliei,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
634293,Actinodura souliei griseinucha,subspecies,Actinodura souliei griseinucha,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183860,Actinodura souliei souliei,subspecies,Actinodura souliei souliei,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2944899,Actinodura strigula,species,Actinodura strigula,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2978677,Actinodura strigula traii,subspecies,Actinodura strigula traii,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2978676,Actinodura strigula yunnanensis,subspecies,Actinodura strigula yunnanensis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
889797,Actinodura waldeni,species,Actinodura waldeni,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
320702,Actitis hypoleucos,species,Actitis hypoleucos,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
190659,Actitis macularius,species,Actitis macularius,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
118783,Actophilornis africanus,species,Actophilornis africanus,species,Charadriiformes,Jacanidae (Jacanas),
2944901,Actophilornis albinucha,species,Actophilornis albinucha,species,Charadriiformes,Jacanidae (Jacanas),
304594,Adelomyia melanogenys,species,Adelomyia melanogenys,species,Caprimulgiformes,Trochilidae (Hummingbirds),
1507510,Adelomyia sp. JAMG,species,Adelomyia melanogenys,species,Caprimulgiformes,Trochilidae (Hummingbirds),undetermined
1632258,Adelura erythronota,species,Phoenicurus erythronotus,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy
190660,Aechmophorus clarkii,species,Aechmophorus clarkii,species,Podicipediformes,Podicipedidae (Grebes),
57236,Aechmophorus occidentalis,species,Aechmophorus occidentalis,species,Podicipediformes,Podicipedidae (Grebes),
1980977,Aegithalos annamensis,species,Aegithalos concinnus annamensis,group (monotypic),Passeriformes,Aegithalidae (Long-tailed Tits),lump
762617,Aegithalos bonvaloti,species,Aegithalos iouschistos bonvaloti,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),lump
73327,Aegithalos caudatus,species,Aegithalos caudatus,species,Passeriformes,Aegithalidae (Long-tailed Tits),
634357,Aegithalos caudatus caudatus,subspecies,Aegithalos caudatus caudatus,group (monotypic),Passeriformes,Aegithalidae (Long-tailed Tits),
762565,Aegithalos caudatus europaeus,subspecies,Aegithalos caudatus europaeus,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
762566,Aegithalos caudatus irbii,subspecies,Aegithalos caudatus irbii,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
1590994,Aegithalos caudatus magnus,subspecies,Aegithalos caudatus magnus,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
762567,Aegithalos caudatus taiti,subspecies,Aegithalos caudatus taiti,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
1590993,Aegithalos caudatus trivirgatus,subspecies,Aegithalos caudatus trivirgatus,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
312068,Aegithalos concinnus,species,Aegithalos concinnus,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762610,Aegithalos concinnus concinnus,subspecies,Aegithalos concinnus concinnus,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
331029,Aegithalos concinnus iredalei,subspecies,Aegithalos concinnus iredalei,group (monotypic),Passeriformes,Aegithalidae (Long-tailed Tits),
762611,Aegithalos concinnus manipurensis,subspecies,Aegithalos concinnus manipurensis,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
762612,Aegithalos concinnus talifuensis,subspecies,Aegithalos concinnus talifuensis,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
2944900,Aegithalos exilis,species,Aegithalos exilis,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762613,Aegithalos fuliginosus,species,Aegithalos fuliginosus,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762568,Aegithalos glaucogularis,species,Aegithalos glaucogularis,species,Passeriformes,Aegithalidae (Long-tailed Tits),
1461128,Aegithalos glaucogularis vinaceus,subspecies,Aegithalos glaucogularis vinaceus,subspecies,Passeriformes,Aegithalidae (Long-tailed Tits),
174998,Aegithalos iouschensis,species,Aegithalos iouschistos,species,Passeriformes,Aegithalidae (Long-tailed Tits),spelling
762614,Aegithalos iouschistos,species,Aegithalos iouschistos,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762616,Aegithalos iouschistos iouschistos,subspecies,Aegithalos iouschistos iouschistos,group (monotypic),Passeriformes,Aegithalidae (Long-tailed Tits),
762619,Aegithalos leucogenys,species,Aegithalos leucogenys,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762620,Aegithalos niveogularis,species,Aegithalos niveogularis,species,Passeriformes,Aegithalidae (Long-tailed Tits),
762618,Aegithalos sharpei,species,Aegithalos iouschistos sharpei,group (monotypic),Passeriformes,Aegithalidae (Long-tailed Tits),lump
1914990,Aegithalos sp.,species,,,,,unidentified
1763891,Aegithina lafresnayei,species,Aegithina lafresnayei,species,Passeriformes,Aegithinidae (Ioras),
2292720,Aegithina nigrolutea,species,Aegithina nigrolutea,species,Passeriformes,Aegithinidae (Ioras),
175021,Aegithina tiphia,species,Aegithina tiphia,species,Passeriformes,Aegithinidae (Ioras),
2478747,Aegithina viridissima,species,Aegithina viridissima,species,Passeriformes,Aegithinidae (Ioras),
2478748,Aegithina viridissima viridissima,subspecies,Aegithina viridissima viridissima,subspecies,Passeriformes,Aegithinidae (Ioras),
56265,Aegolius acadicus,species,Aegolius acadicus,species,Strigiformes,Strigidae (Owls),
507936,Aegolius acadicus acadicus,subspecies,Aegolius acadicus acadicus,group (monotypic),Strigiformes,Strigidae (Owls),
478827,Aegolius acadicus brooksi,subspecies,Aegolius acadicus brooksi,group (monotypic),Strigiformes,Strigidae (Owls),
103375,Aegolius funereus,species,Aegolius funereus,species,Strigiformes,Strigidae (Owls),
126850,Aegolius harrisii,species,Aegolius harrisii,species,Strigiformes,Strigidae (Owls),
2972151,Aegolius ridgwayi,species,Aegolius ridgwayi,species,Strigiformes,Strigidae (Owls),
48277,Aegotheles albertisi,species,Aegotheles albertisi,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
191482,Aegotheles albertisi albertisi,subspecies,Aegotheles albertisi,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),monotypic
191483,Aegotheles albertisi salvadori,subspecies,Aegotheles albertisi,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),invalid subspecies
191442,Aegotheles archboldi,species,Aegotheles albertisi,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),invalid subspecies
48278,Aegotheles bennettii,species,Aegotheles bennettii,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
191484,Aegotheles bennettii affinis,subspecies,Aegotheles affinis,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),split
191485,Aegotheles bennettii bennettii,subspecies,Aegotheles bennettii bennettii,subspecies,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
191486,Aegotheles bennettii plumiferus,subspecies,Aegotheles bennettii plumifer,group (monotypic),Caprimulgiformes,Aegothelidae (Owlet-nightjars),spelling
191487,Aegotheles bennettii terborghi,subspecies,Aegotheles bennettii terborghi,group (monotypic),Caprimulgiformes,Aegothelidae (Owlet-nightjars),
191488,Aegotheles bennettii wiedenfeldi,subspecies,Aegotheles bennettii wiedenfeldi,subspecies,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
671283,Aegotheles crinifrons,species,Aegotheles crinifrons,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
48279,Aegotheles cristatus,species,Aegotheles cristatus,species,Caprimulgiformes,Aegothelidae (Owlet-nightjars),
