GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
722553,Myrmeciza immaculata zeledoni,subspecies,Hafferia zeledoni zeledoni,group (monotypic),taxonomy,,
722554,Myrmeciza laemosticta laemosticta,subspecies,Sipia laemosticta,species,split,,
722557,Myrmornis torquata torquata,subspecies,Myrmornis torquata torquata,group (monotypic),,,
722573,Epinecrophylla fulviventris costaricensis,subspecies,Epinecrophylla fulviventris,species,split,,
722574,Epinecrophylla fulviventris fulviventris,subspecies,Epinecrophylla fulviventris,species,split,,
722576,Myrmotherula multostriata multostriata,subspecies,Myrmotherula multostriata,species,split,,
722581,Myrmotherula surinamensis surinamensis,subspecies,Myrmotherula surinamensis,species,split,,
722584,Quiscalus nicaraguensis nicaraguensis,subspecies,Quiscalus nicaraguensis,species,split,,
722586,Ramphocelus costaricensis costaricensis,subspecies,Ramphocelus passerinii costaricensis,group (monotypic),taxonomy,,
722594,Sittasomus griseicapillus reiseri,subspecies,Sittasomus griseicapillus reiseri,group (monotypic),,,
722597,Sporophila corvina hoffmannii,subspecies,Sporophila corvina hoffmanni,subspecies,taxonomy,,
722603,Terenura callinota,species,Euchrepomis callinota,species,taxonomy,,
722604,Terenura callinota callinota,subspecies,Euchrepomis callinota callinota,subspecies,taxonomy,,
722622,Emberizoides ypiranganus ypiranganus,subspecies,Emberizoides ypiranganus,species,split,,
722629,Epinecrophylla fulviventris viduata,subspecies,Epinecrophylla fulviventris,species,split,,
722679,Lichenostomus ornatus,species,Ptilotula ornata,species,taxonomy,,
723272,Lurocalis nattereri,species,Lurocalis semitorquatus nattereri,group (monotypic),lump,,
723281,Caprimulgus nigriscapularis,species,Caprimulgus pectoralis nigriscapularis,subspecies,lump,,
723282,Caprimulgus sp. KLH-2010a,species,Caprimulgus fossii,species,unidentified,,
748142,Aepyornis maximus,species,,,extinct,,
753886,Perdix perdix italica,subspecies,Perdix perdix perdix,subspecies,taxonomy,,
757476,Empidornis semipartitus,species,Melaenornis semipartitus,species,taxonomy,,
758445,Hodgsonius phoenicuroides,species,Luscinia phaenicuroides,species,taxonomy,,
758461,Myioparus plumbeus,species,Fraseria plumbea,species,taxonomy,,
758464,Rhinomyias ruficauda,species,Cyornis ruficauda,species,taxonomy,,
758466,Saxicoloides fulicatus,species,Copsychus fulicatus,species,taxonomy,,
759713,Scepomycter rubehoensis,species,Scepomycter winifredae rubehoensis,group (monotypic),taxonomy,,
759764,Barnardius zonarius semitorquatus,subspecies,Barnardius zonarius semitorquatus,group (monotypic),,,
762616,Aegithalos iouschistos iouschistos,subspecies,Aegithalos iouschistos iouschistos,group (monotypic),,,
762617,Aegithalos bonvaloti,species,Aegithalos iouschistos bonvaloti,subspecies,lump,,
762618,Aegithalos sharpei,species,Aegithalos iouschistos sharpei,group (monotypic),lump,,
762625,Psaltriparus minimus plumbeus,subspecies,Psaltriparus minimus plumbeus,group (monotypic),,,
763495,Buceros bicornis x Buceros rhinoceros hybrid 1,species,,,hybrid,,
763496,Buceros bicornis x Buceros rhinoceros hybrid 2,species,,,hybrid,,
768602,Icterus fuertesi,species,Icterus spurius fuertesi,group (monotypic),lump,,
768642,Hirundo rustica transitiva,subspecies,Hirundo rustica transitiva,group (monotypic),,,
768643,Hirundo rustica tytleri,subspecies,Hirundo rustica tytleri,group (monotypic),,,
768644,Hirundo rustica savignii,subspecies,Hirundo rustica savignii,group (monotypic),,,
795944,Cyanistes flavipectus,species,Cyanistes cyanus flavipectus,subspecies,lump,,
815412,Anseriformes sp. BOLD:AAB6382,species,,,unidentified,,
815413,Anseriformes sp. BOLD:AAC5015,species,,,unidentified,,
815414,Anseriformes sp. BOLD:AAC8331,species,,,unidentified,,
815415,Anseriformes sp. BOLD:AAC9324,species,,,unidentified,,
815416,Anseriformes sp. BOLD:AAD7995,species,,,unidentified,,
815417,Anseriformes sp. BOLD:AAF2227,species,,,unidentified,,
815418,Anseriformes sp. BOLD:AAF2888,species,,,unidentified,,
815419,Anseriformes sp. BOLD:AAK7050,species,,,unidentified,,
815495,Apodiformes sp. BOLD:AAJ5745,species,,,unidentified,,
816494,Caprimulgiformes sp. BOLD:AAD8459,species,,,unidentified,,
816495,Caprimulgiformes sp. BOLD:AAD8897,species,,,unidentified,,
816496,Caprimulgiformes sp. BOLD:AAE2088,species,,,unidentified,,
816708,Charadriiformes sp. BOLD:AAB4751,species,,,unidentified,,
816709,Charadriiformes sp. BOLD:AAB5364,species,,,unidentified,,
816710,Charadriiformes sp. BOLD:AAC3669,species,,,unidentified,,
816797,Ciconiiformes sp. BOLD:AAE7675,species,,,unidentified,,
818038,Columbiformes sp. BOLD:AAB3822,species,,,unidentified,,
818039,Columbiformes sp. BOLD:AAE7052,species,,,unidentified,,
818040,Columbiformes sp. BOLD:AAF7178,species,,,unidentified,,
818044,Cuculiformes sp. BOLD:AAF7348,species,,,unidentified,,
822863,Falconiformes sp. BOLD:AAC5641,species,,,unidentified,,
822864,Falconiformes sp. BOLD:AAE9111,species,,,unidentified,,
822865,Falconiformes sp. BOLD:AAE9878,species,,,unidentified,,
822866,Falconiformes sp. BOLD:AAF0183,species,,,unidentified,,
822867,Falconiformes sp. BOLD:AAF7832,species,,,unidentified,,
822868,Falconiformes sp. BOLD:AAG2003,species,,,unidentified,,
822925,Galbuliformes sp. BOLD:AAI3414,species,,,unidentified,,
822926,Galliformes sp. BOLD:AAD6972,species,,,unidentified,,
822927,Galliformes sp. BOLD:AAF7609,species,,,unidentified,,
822945,Gruiformes sp. BOLD:AAJ5612,species,,,unidentified,,
822946,Gruiformes sp. BOLD:AAL0480,species,,,unidentified,,
852583,Passeriformes sp. BOLD:AAA4006,species,,,unidentified,,
852584,Passeriformes sp. BOLD:AAA4164,species,,,unidentified,,
852585,Passeriformes sp. BOLD:AAA4165,species,,,unidentified,,
852586,Passeriformes sp. BOLD:AAA8503,species,,,unidentified,,
852587,Passeriformes sp. BOLD:AAA8767,species,,,unidentified,,
852588,Passeriformes sp. BOLD:AAA9452,species,,,unidentified,,
852589,Passeriformes sp. BOLD:AAA9914,species,,,unidentified,,
852590,Passeriformes sp. BOLD:AAB0328,species,,,unidentified,,
852591,Passeriformes sp. BOLD:AAB0997,species,,,unidentified,,
852592,Passeriformes sp. BOLD:AAB2154,species,,,unidentified,,
852593,Passeriformes sp. BOLD:AAB2914,species,,,unidentified,,
852594,Passeriformes sp. BOLD:AAB3149,species,,,unidentified,,
852595,Passeriformes sp. BOLD:AAB3618,species,,,unidentified,,
852596,Passeriformes sp. BOLD:AAB4962,species,,,unidentified,,
852597,Passeriformes sp. BOLD:AAB5167,species,,,unidentified,,
852598,Passeriformes sp. BOLD:AAB5241,species,,,unidentified,,
852599,Passeriformes sp. BOLD:AAB5335,species,,,unidentified,,
852600,Passeriformes sp. BOLD:AAB5357,species,,,unidentified,,
852601,Passeriformes sp. BOLD:AAB5891,species,,,unidentified,,
852602,Passeriformes sp. BOLD:AAB6005,species,,,unidentified,,
852603,Passeriformes sp. BOLD:AAB6423,species,,,unidentified,,
852604,Passeriformes sp. BOLD:AAB7009,species,,,unidentified,,
852605,Passeriformes sp. BOLD:AAB7010,species,,,unidentified,,
852606,Passeriformes sp. BOLD:AAB7036,species,,,unidentified,,
852607,Passeriformes sp. BOLD:AAB7212,species,,,unidentified,,
852608,Passeriformes sp. BOLD:AAB7518,species,,,unidentified,,
852609,Passeriformes sp. BOLD:AAB7766,species,,,unidentified,,
852610,Passeriformes sp. BOLD:AAB7767,species,,,unidentified,,
852611,Passeriformes sp. BOLD:AAB8076,species,,,unidentified,,
852612,Passeriformes sp. BOLD:AAB8392,species,,,unidentified,,
852613,Passeriformes sp. BOLD:AAB9159,species,,,unidentified,,
852614,Passeriformes sp. BOLD:AAB9673,species,,,unidentified,,
852615,Passeriformes sp. BOLD:AAB9819,species,,,unidentified,,
852616,Passeriformes sp. BOLD:AAB9855,species,,,unidentified,,
852617,Passeriformes sp. BOLD:AAB9859,species,,,unidentified,,
852618,Passeriformes sp. BOLD:AAC0354,species,,,unidentified,,
852619,Passeriformes sp. BOLD:AAC0709,species,,,unidentified,,
852620,Passeriformes sp. BOLD:AAC0944,species,,,unidentified,,
852621,Passeriformes sp. BOLD:AAC1714,species,,,unidentified,,
852622,Passeriformes sp. BOLD:AAC1766,species,,,unidentified,,
852623,Passeriformes sp. BOLD:AAC2758,species,,,unidentified,,
852624,Passeriformes sp. BOLD:AAC3797,species,,,unidentified,,
852625,Passeriformes sp. BOLD:AAC3960,species,,,unidentified,,
852626,Passeriformes sp. BOLD:AAC4136,species,,,unidentified,,
852627,Passeriformes sp. BOLD:AAC4760,species,,,unidentified,,
852628,Passeriformes sp. BOLD:AAC4939,species,,,unidentified,,
852629,Passeriformes sp. BOLD:AAC5806,species,,,unidentified,,
852630,Passeriformes sp. BOLD:AAC6056,species,,,unidentified,,
852631,Passeriformes sp. BOLD:AAC7035,species,,,unidentified,,
852632,Passeriformes sp. BOLD:AAC7319,species,,,unidentified,,
852633,Passeriformes sp. BOLD:AAC7545,species,,,unidentified,,
852634,Passeriformes sp. BOLD:AAC7605,species,,,unidentified,,
852635,Passeriformes sp. BOLD:AAC8067,species,,,unidentified,,
852636,Passeriformes sp. BOLD:AAC8254,species,,,unidentified,,
852637,Passeriformes sp. BOLD:AAC8822,species,,,unidentified,,
852638,Passeriformes sp. BOLD:AAC8978,species,,,unidentified,,
852639,Passeriformes sp. BOLD:AAC8979,species,,,unidentified,,
852640,Passeriformes sp. BOLD:AAC9030,species,,,unidentified,,
852641,Passeriformes sp. BOLD:AAC9150,species,,,unidentified,,
852642,Passeriformes sp. BOLD:AAD0057,species,,,unidentified,,
852643,Passeriformes sp. BOLD:AAD2190,species,,,unidentified,,
852644,Passeriformes sp. BOLD:AAD2458,species,,,unidentified,,
852645,Passeriformes sp. BOLD:AAD2463,species,,,unidentified,,
852646,Passeriformes sp. BOLD:AAD3755,species,,,unidentified,,
852647,Passeriformes sp. BOLD:AAD3933,species,,,unidentified,,
852648,Passeriformes sp. BOLD:AAD5529,species,,,unidentified,,
852649,Passeriformes sp. BOLD:AAD5564,species,,,unidentified,,
852650,Passeriformes sp. BOLD:AAD7410,species,,,unidentified,,
852651,Passeriformes sp. BOLD:AAD7947,species,,,unidentified,,
852652,Passeriformes sp. BOLD:AAD8373,species,,,unidentified,,
852653,Passeriformes sp. BOLD:AAE0006,species,,,unidentified,,
852654,Passeriformes sp. BOLD:AAE0307,species,,,unidentified,,
852655,Passeriformes sp. BOLD:AAE0471,species,,,unidentified,,
852656,Passeriformes sp. BOLD:AAE0645,species,,,unidentified,,
852657,Passeriformes sp. BOLD:AAE1087,species,,,unidentified,,
852658,Passeriformes sp. BOLD:AAE1444,species,,,unidentified,,
852659,Passeriformes sp. BOLD:AAE2905,species,,,unidentified,,
852660,Passeriformes sp. BOLD:AAE3085,species,,,unidentified,,
852661,Passeriformes sp. BOLD:AAE4275,species,,,unidentified,,
852662,Passeriformes sp. BOLD:AAE4576,species,,,unidentified,,
852663,Passeriformes sp. BOLD:AAE4894,species,,,unidentified,,
852664,Passeriformes sp. BOLD:AAE5947,species,,,unidentified,,
852665,Passeriformes sp. BOLD:AAE6150,species,,,unidentified,,
852666,Passeriformes sp. BOLD:AAE7043,species,,,unidentified,,
852667,Passeriformes sp. BOLD:AAE8492,species,,,unidentified,,
852668,Passeriformes sp. BOLD:AAE8834,species,,,unidentified,,
852669,Passeriformes sp. BOLD:AAE9055,species,,,unidentified,,
852670,Passeriformes sp. BOLD:AAE9500,species,,,unidentified,,
852671,Passeriformes sp. BOLD:AAE9778,species,,,unidentified,,
852672,Passeriformes sp. BOLD:AAF0313,species,,,unidentified,,
852673,Passeriformes sp. BOLD:AAF1415,species,,,unidentified,,
852674,Passeriformes sp. BOLD:AAF1573,species,,,unidentified,,
852675,Passeriformes sp. BOLD:AAF2720,species,,,unidentified,,
852676,Passeriformes sp. BOLD:AAF2894,species,,,unidentified,,
852677,Passeriformes sp. BOLD:AAF6898,species,,,unidentified,,
852678,Passeriformes sp. BOLD:AAF8418,species,,,unidentified,,
852679,Passeriformes sp. BOLD:AAH7867,species,,,unidentified,,
852680,Passeriformes sp. BOLD:AAH9030,species,,,unidentified,,
852681,Passeriformes sp. BOLD:AAI7180,species,,,unidentified,,
852682,Passeriformes sp. BOLD:AAI7428,species,,,unidentified,,
852683,Passeriformes sp. BOLD:AAI7987,species,,,unidentified,,
852684,Passeriformes sp. BOLD:AAJ3667,species,,,unidentified,,
852685,Passeriformes sp. BOLD:AAJ9661,species,,,unidentified,,
852686,Passeriformes sp. BOLD:AAK3115,species,,,unidentified,,
852687,Passeriformes sp. BOLD:AAK3584,species,,,unidentified,,
852688,Passeriformes sp. BOLD:AAK6726,species,,,unidentified,,
852689,Passeriformes sp. BOLD:AAK6841,species,,,unidentified,,
852699,Pelecaniformes sp. BOLD:AAD3667,species,,,unidentified,,
853690,Piciformes sp. BOLD:AAC1454,species,,,unidentified,,
853691,Piciformes sp. BOLD:AAC4432,species,,,unidentified,,
853692,Piciformes sp. BOLD:AAC9756,species,,,unidentified,,
853693,Piciformes sp. BOLD:AAD1299,species,,,unidentified,,
853694,Piciformes sp. BOLD:AAD6789,species,,,unidentified,,
853695,Piciformes sp. BOLD:AAE8911,species,,,unidentified,,
853696,Piciformes sp. BOLD:AAE9615,species,,,unidentified,,
853697,Piciformes sp. BOLD:AAF2180,species,,,unidentified,,
854124,Psittaciformes sp. BOLD:AAD2764,species,,,unidentified,,
854125,Psittaciformes sp. BOLD:AAF7435,species,,,unidentified,,
854827,Strigiformes sp. BOLD:AAB4826,species,,,unidentified,,
854828,Strigiformes sp. BOLD:AAB6046,species,,,unidentified,,
854829,Strigiformes sp. BOLD:AAC6752,species,,,unidentified,,
854830,Strigiformes sp. BOLD:AAC8515,species,,,unidentified,,
854831,Strigiformes sp. BOLD:AAE9025,species,,,unidentified,,
854832,Strigiformes sp. BOLD:AAF6629,species,,,unidentified,,
858333,Philydor ruficaudatum,species,Anabacerthia ruficaudata,species,taxonomy,,
861240,Ara ararauna x Ara macao,species,,,hybrid,,
861241,Ara chloropterus x Ara macao,species,,,hybrid,,
862675,Oenanthe halophila,species,Oenanthe lugens halophila,group (monotypic),lump,,
862676,Oenanthe schalowi,species,Oenanthe lugubris schalowi,subspecies,taxonomy,,
862710,Perdix dauurica przewalskii,subspecies,Perdix dauurica suschkini,subspecies,taxonomy,,
862715,Perdix hodgsoniae koslowi,subspecies,Perdix hodgsoniae sifanica,subspecies,taxonomy,,
864511,Acrocephalus palustris x Acrocephalus schoenobaenus,species,,,hybrid,,
866443,Tropicranus albocristatus,species,Horizocerus albocristatus,species,taxonomy,,
866917,Ara ararauna x Ara chloropterus,species,,,hybrid,,
866918,Ara ambiguus x Ara chloropterus,species,,,hybrid,,
869898,Melaenornis microrhynchus,species,Bradornis microrhynchus,species,taxonomy,,
869911,Luscinia brunnea,species,Larvivora brunnea,species,taxonomy,,
869918,Myrmecocichla albifrons,species,Oenanthe albifrons,species,taxonomy,,
869924,Rhinomyias additus,species,Eumyias additus,species,taxonomy,,
869925,Rhinomyias insignis,species,Vauriella insignis,species,taxonomy,,
869926,Rhinomyias olivaceus,species,Cyornis olivaceus,species,taxonomy,,
869927,Rhinomyias umbratilis,species,Cyornis umbratilis,species,taxonomy,,
870235,Copsychus malabaricus indicus,subspecies,Copsychus malabaricus malabaricus,subspecies,taxonomy,,
870237,Cossypha polioptera nigriceps,subspecies,Sheppardia polioptera nigriceps,subspecies,taxonomy,,
873194,Basileuterus hypoleucus,species,Basileuterus culicivorus hypoleucus,group (monotypic),lump,,
873201,Basileuterus leucophrys,species,Myiothlypis leucophrys,species,taxonomy,,
875388,Basileuterus culicivorus x Basileuterus hypoleucus,species,,,hybrid,,
877580,Sylvia moltonii,species,Curruca subalpina,species,taxonomy,,
878326,Graminicola bengalensis bengalensis,subspecies,Graminicola bengalensis,species,split,,
878327,Graminicola bengalensis sinicus,subspecies,Graminicola striatus sinicus,subspecies,taxonomy,,
880546,Edolisoma remotum,species,Edolisoma tenuirostre remotum,group (monotypic),lump,,
880548,Coracina salomonis,species,Edolisoma salomonis,species,taxonomy,,
886687,Horornis borealis,species,Horornis canturians borealis,subspecies,lump,,
886690,"Horornis flavolivaceus intricatus (Hartert, E, 1909)",subspecies,Horornis flavolivaceus intricatus,subspecies,spelling,,
886862,Pternistis leucoscepus muhamedbenabdullah,subspecies,Pternistis leucoscepus,species,split,,
886863,Pternistis leucoscepus infuscatus,subspecies,Pternistis leucoscepus,species,split,,
886868,Pternistis hildebrandti helleri,subspecies,Pternistis hildebrandti,species,split,,
886869,Pternistis hildebrandti fischeri,subspecies,Pternistis hildebrandti,species,split,,
886870,Pternistis hildebrandti altumi,subspecies,Pternistis hildebrandti,species,split,,
886871,Pternistis hildebrandti johnstoni,subspecies,Pternistis hildebrandti,species,split,,
886873,Pternistis clappertoni sharpii,subspecies,Pternistis clappertoni,species,split,,
886874,Pternistis clappertoni nigrosquamatus,subspecies,Pternistis clappertoni,species,split,,
886875,Scleroptila levaillantii crawshayi,subspecies,Scleroptila levaillantii levaillantii,subspecies,taxonomy,,
886879,Francolinus levaillantoides jugularis,subspecies,Scleroptila gutturalis jugularis,group (monotypic),taxonomy,,
886880,Francolinus levaillantoides pallidior,subspecies,Scleroptila gutturalis levalliantoides,group (monotypic),taxonomy,,
886881,Francolinus levaillantoides lorti,subspecies,Scleroptila gutturalis lorti,subspecies,taxonomy,,
886883,Francolinus archeri,species,Scleroptila gutturalis lorti,subspecies,lump,,
886884,Francolinus archeri archeri,subspecies,Scleroptila gutturalis lorti,subspecies,taxonomy,,
886885,Francolinus levaillantoides gutturalis,subspecies,Scleroptila gutturalis gutturalis,subspecies,taxonomy,,
886891,Scleroptila psilolaema theresae,subspecies,Scleroptila elgonensis,species,invalid subspecies,,
886892,Scleroptila psilolaema ellenbecki,subspecies,Scleroptila psilolaema,species,invalid subspecies,,
886894,Pternistis hartlaubi crypticus,subspecies,Pternistis hartlaubi,species,split,,
886905,Scleroptila shelleyi whytei,subspecies,Scleroptila whytei,species,split,,
886906,Scleroptila shelleyi uluensis,subspecies,Scleroptila shelleyi,species,invalid subspecies,,
886909,Pternistis bicalcaratus adamauae,subspecies,Pternistis bicalcaratus bicalcaratus,subspecies,taxonomy,,
886910,Pternistis bicalcaratus thornei,subspecies,Pternistis bicalcaratus bicalcaratus,subspecies,taxonomy,,
886911,Pternistis castaneicollis ogoensis,subspecies,Pternistis castaneicollis,species,split,,
886912,Pternistis castaneicollis bottegi,subspecies,Pternistis castaneicollis,species,split,,
886916,Peliperdix coqui maharao,subspecies,Campocolinus coqui maharao,subspecies,taxonomy,,
886917,Peliperdix coqui thikae,subspecies,Campocolinus coqui maharao,subspecies,invalid subspecies,,
889875,Pezoporus flaviventris,species,Pezoporus wallicus flaviventris,subspecies,lump,,
890051,Oriolus chinensis diffusus,subspecies,Oriolus chinensis diffusus,group (monotypic),,,
890054,Oriolus chinensis melanisticus,subspecies,Oriolus chinensis melanisticus,group (monotypic),,,
891410,Phylloscopus calciatilis x Phylloscopus ricketti,species,,,hybrid,,
891533,Apodiformes sp. BOLD:AAB0518,species,,,unidentified,,
891534,Apodiformes sp. BOLD:AAD9461,species,,,unidentified,,
891535,Apodiformes sp. BOLD:AAE9714,species,,,unidentified,,
891536,Apodiformes sp. BOLD:AAI6986,species,,,unidentified,,
891537,Apodiformes sp. BOLD:AAJ0618,species,,,unidentified,,
891538,Apodiformes sp. BOLD:AAK4539,species,,,unidentified,,
891539,Apodiformes sp. BOLD:AAL0199,species,,,unidentified,,
891675,Passeriformes sp. BOLD:AAC4302,species,,,unidentified,,
891676,Passeriformes sp. BOLD:AAC4303,species,,,unidentified,,
891677,Passeriformes sp. BOLD:AAD2398,species,,,unidentified,,
891678,Passeriformes sp. BOLD:AAD8096,species,,,unidentified,,
891679,Passeriformes sp. BOLD:AAF6567,species,,,unidentified,,
891680,Passeriformes sp. BOLD:AAM0075,species,,,unidentified,,
891681,Passeriformes sp. BOLD:AAM0891,species,,,unidentified,,
903561,Pternistis afer lehmanni,subspecies,Pternistis afer castaneiventer,group (monotypic),taxonomy,,
903938,Dendroperdix rovuma,species,Ortygornis sephaena rovuma,subspecies,lump,,
903939,Dendroperdix sephaena grantii,subspecies,Ortygornis sephaena grantii,subspecies,taxonomy,,
903940,Dendroperdix sephaena zambesiae,subspecies,Ortygornis sephaena zambesiae,subspecies,taxonomy,,
903943,Pternistis afer benguellensis,subspecies,Pternistis afer cranchii,subspecies,taxonomy,,
903944,Pternistis afer boehmi,subspecies,Pternistis afer cranchii,subspecies,taxonomy,,
903947,Francolinus lathami schubotzi,subspecies,Peliperdix lathami schubotzi,subspecies,taxonomy,,
903949,Peliperdix albogularis,species,Campocolinus albogularis,species,taxonomy,,
903950,Peliperdix albogularis buckleyi,subspecies,Campocolinus albogularis buckleyi,subspecies,taxonomy,,
903951,Peliperdix albogularis meinertzhageni,subspecies,Campocolinus albogularis dewittei,group (monotypic),taxonomy,,
903952,Peliperdix coqui hubbardi,subspecies,Campocolinus coqui hubbardi,subspecies,taxonomy,,
903953,Peliperdix coqui campbelli,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
903954,Peliperdix coqui angolensis,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
903955,Peliperdix coqui kasaicus,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
903956,Peliperdix coqui lynesi,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
903957,Peliperdix coqui vernayi,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
903963,Peliperdix schlegelii,species,Campocolinus schlegelii,species,taxonomy,,
903965,Pternistis afer nyanzae,subspecies,Pternistis afer cranchii,subspecies,taxonomy,,
903966,Pternistis afer itigi,subspecies,Pternistis afer cranchii,subspecies,taxonomy,,
903967,Pternistis afer intercedens,subspecies,Pternistis afer cranchii,subspecies,taxonomy,,
903979,Peliperdix coqui spinetorum,subspecies,Campocolinus coqui spinetorum,subspecies,taxonomy,,
903980,Pternistis afer castaneiventer,subspecies,Pternistis afer castaneiventer,group (monotypic),taxonomy,,
904409,Pternistis swainsoni chobiensis,subspecies,Pternistis swainsonii swainsonii,subspecies,taxonomy,,
904410,Peliperdix coqui coqui,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
906167,Passeriformes sp. BPSAI146-10,species,,,unidentified,,
906168,Passeriformes sp. BPSAI172-10,species,,,unidentified,,
908303,Bernieria madagascariensis inceleber,subspecies,Bernieria madagascariensis incelebris,subspecies,spelling,,
908311,Stachyris nigriceps yunnanensis x Stachyris rileyi,subspecies,,,hybrid,,
910421,Anthus gustavi menzbieri,subspecies,Anthus gustavi menzbieri,group (monotypic),,,
913159,Amytornis striatus owensi,subspecies,Amytornis whitei oweni,group (monotypic),taxonomy,,
913176,Amytornis striatus rowleyi,subspecies,Amytornis rowleyi,species,split,,
913177,Amytornis striatus striatus,subspecies,Amytornis striatus,species,split,,
913178,Amytornis textilis textilis,subspecies,Amytornis textilis textilis,group (monotypic),,,
913179,Amytornis textilis myall,subspecies,Amytornis textilis myall,group (monotypic),,,
916465,Columbiformes sp. BOLD:AAC2913,species,,,unidentified,,
916466,Columbiformes sp. BOLD:AAC6355,species,,,unidentified,,
916467,Columbiformes sp. BOLD:AAF7841,species,,,unidentified,,
917771,Galbuliformes sp. BOLD:AAK4340,species,,,unidentified,,
917772,Galliformes sp. BOLD:AAE4995,species,,,unidentified,,
924116,Passeriformes sp. BOLD:AAA7930,species,,,unidentified,,
924117,Passeriformes sp. BOLD:AAA8667,species,,,unidentified,,
924118,Passeriformes sp. BOLD:AAB0009,species,,,unidentified,,
924119,Passeriformes sp. BOLD:AAB3819,species,,,unidentified,,
924120,Passeriformes sp. BOLD:AAB4120,species,,,unidentified,,
924121,Passeriformes sp. BOLD:AAB4908,species,,,unidentified,,
924122,Passeriformes sp. BOLD:AAB5244,species,,,unidentified,,
924123,Passeriformes sp. BOLD:AAB8613,species,,,unidentified,,
924124,Passeriformes sp. BOLD:AAC1608,species,,,unidentified,,
924125,Passeriformes sp. BOLD:AAC1631,species,,,unidentified,,
924126,Passeriformes sp. BOLD:AAC2414,species,,,unidentified,,
924127,Passeriformes sp. BOLD:AAC3018,species,,,unidentified,,
924128,Passeriformes sp. BOLD:AAC3597,species,,,unidentified,,
924129,Passeriformes sp. BOLD:AAC4716,species,,,unidentified,,
924130,Passeriformes sp. BOLD:AAC4823,species,,,unidentified,,
924131,Passeriformes sp. BOLD:AAC7687,species,,,unidentified,,
924132,Passeriformes sp. BOLD:AAD0051,species,,,unidentified,,
924133,Passeriformes sp. BOLD:AAD6341,species,,,unidentified,,
924134,Passeriformes sp. BOLD:AAD6643,species,,,unidentified,,
924135,Passeriformes sp. BOLD:AAD6725,species,,,unidentified,,
924136,Passeriformes sp. BOLD:AAD9437,species,,,unidentified,,
924137,Passeriformes sp. BOLD:AAE0996,species,,,unidentified,,
924138,Passeriformes sp. BOLD:AAE3078,species,,,unidentified,,
924139,Passeriformes sp. BOLD:AAE4301,species,,,unidentified,,
924140,Passeriformes sp. BOLD:AAE7170,species,,,unidentified,,
924141,Passeriformes sp. BOLD:AAE9591,species,,,unidentified,,
924142,Passeriformes sp. BOLD:AAF1005,species,,,unidentified,,
924143,Passeriformes sp. BOLD:AAF1413,species,,,unidentified,,
924144,Passeriformes sp. BOLD:AAF5480,species,,,unidentified,,
924145,Passeriformes sp. BOLD:AAF5579,species,,,unidentified,,
924146,Passeriformes sp. BOLD:AAF5864,species,,,unidentified,,
924147,Passeriformes sp. BOLD:AAF8382,species,,,unidentified,,
924148,Passeriformes sp. BOLD:AAF8385,species,,,unidentified,,
924149,Passeriformes sp. BOLD:AAI0234,species,,,unidentified,,
924150,Passeriformes sp. BOLD:AAI7890,species,,,unidentified,,
924151,Passeriformes sp. BOLD:AAJ4493,species,,,unidentified,,
924152,Passeriformes sp. BOLD:AAJ8015,species,,,unidentified,,
924153,Passeriformes sp. BOLD:AAK0374,species,,,unidentified,,
924509,Piciformes sp. BOLD:AAD4057,species,,,unidentified,,
924510,Piciformes sp. BOLD:AAK0692,species,,,unidentified,,
926063,Campylopterus rufus,species,Pampa rufa,species,taxonomy,,
927622,Numenius hudsonicus,species,Numenius phaeopus hudsonicus,group (monotypic),taxonomy,,
927623,Pinicola enucleator flammula,subspecies,Pinicola enucleator flammula,group (monotypic),,,
928650,Carpodacus vinaceus vinaceus,subspecies,Carpodacus vinaceus,species,split,,
932022,Pomatorhinus ferruginosus orientalis,subspecies,Pomatorhinus phayrei orientalis,subspecies,taxonomy,,
932024,Pomatorhinus hypoleucos,species,Erythrogenys hypoleucos,species,taxonomy,,
932025,Pomatorhinus hypoleucos tickelli,subspecies,Erythrogenys hypoleucos tickelli,subspecies,taxonomy,,
932026,Pomatorhinus montanus occidentalis,subspecies,Pomatorhinus bornensis occidentalis,subspecies,taxonomy,,
932031,Stachyris ambigua,species,Cyanoderma ambiguum,species,taxonomy,,
934038,Bradypterus alishanensis,species,Locustella alishanensis,species,taxonomy,,
934416,Bradypterus baboecala centralis,subspecies,Bradypterus centralis centralis,subspecies,taxonomy,,
934418,Bradypterus lopesi ufipae,subspecies,Bradypterus lopezi ufipae,subspecies,spelling,,
934420,Bradypterus davidi suschkini,subspecies,Locustella davidi suschkini,subspecies,taxonomy,,
943952,Puffinus olsoni,species,,,extinct,,
944966,Myrmeciza palliata,species,Sipia palliata,species,taxonomy,,
945971,Aulacorhynchus caeruleogularis caeruleogularis,subspecies,Aulacorhynchus prasinus caeruleogularis,group (monotypic),taxonomy,,
